prix_m2;longitude;latitude;code_secteur_ville;id_parcelle;adresse_code_voie;construction_recente;type_appart;centre_ville_distance;nb_ecole_proximite_500m;nb_gare_proximite_500m;nb_supermarket_500m;nb_centrecommercial_proximite_500m;nb_hospital_500m
5246.153846153846;2.230952;48.914257;92025000BE;92025000BE0369;5130;0;T4;1.9510895990802724;4;0;3;1;0
4421.686746987952;2.252068;48.928295;920250000D;920250000D0086;145;1;T4;0.66516633092778;8;0;0;0;0
4010.949773863366;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T2;0.7378413689384381;11;0;2;0;0
4857.0327868852455;2.254244;48.932511;920250000B;920250000B0249;10;1;T3;1.1110928612005428;3;1;0;0;0
6129.1843470061285;2.253299;48.925575;920250000E;920250000E0011;9614;0;T2;0.3497183519409822;7;1;7;0;0
4841.521394611727;2.252097;48.922658;92025000AC;92025000AC0330;4172;0;T3;0.17202690912268884;10;0;7;0;0
4123.711340206186;2.260147;48.933013;920250000H;920250000H0298;159;0;T2;1.2396300362462165;5;1;0;0;0
4081.967213114754;2.269419;48.932415;920250000M;920250000M0887;4876;1;T3;1.5544468610405668;6;0;2;1;0
4639.263175848541;2.252545;48.926706;920250000D;920250000D0079;9614;0;T3;0.4856125881095472;8;0;4;0;0
4674.59756097561;2.254414;48.932964;920250000A;920250000A0118;10;1;T4;1.1613830633687583;3;1;0;0;0
6133.333333333333;2.252068;48.928295;920250000D;920250000D0086;145;1;T2;0.66516633092778;8;0;0;0;0
5714.285714285715;2.257076;48.93355;920250000H;920250000H0476;3576;1;T2;1.2417223626344807;3;1;0;0;0
4291.666666666667;2.253736;48.921387;92025000AD;92025000AD0076;6154;0;T1;0.13608931680524353;9;0;7;0;0
4329.734592892488;2.23829;48.92626;92025000BX;92025000BX0207;4628;0;T5;1.2541032830490058;6;0;1;0;1
4162.786366176197;2.24826;48.924122;92025000BJ;92025000BJ0009;8825;0;T3;0.4863135198582641;9;0;3;0;0
6455.900621118012;2.256018;48.915069;92025000AJ;92025000AJ0269;3645;0;T2;0.836770968939449;4;1;2;0;0
5157.142857142857;2.257076;48.93355;920250000H;920250000H0476;3576;1;T4;1.2417223626344807;3;1;0;0;0
4681.818181818182;2.256143;48.933553;920250000H;920250000H0481;3576;1;T4;1.233250344750608;3;1;0;0;0
3207.527975584944;2.246533;48.921336;92025000AN;92025000AN0484;4115;0;T3;0.5939113350843055;7;0;1;0;0
5727.959369709597;2.25553;48.922533;92025000AB;92025000AB0331;4462;0;T4;0.08025163923293602;7;1;7;0;0
4028.197381671702;2.23829;48.92626;92025000BX;92025000BX0207;4628;0;T4;1.2541032830490058;6;0;1;0;1
7869.249394673124;2.255639;48.916584;92025000AG;92025000AG0324;2539;0;T1;0.6660794459184095;4;1;1;0;0
4910.653389714909;2.243444;48.915559;92025000AT;92025000AT0227;5220;0;T4;1.1172640747290452;6;0;0;0;0
5440.0;2.257076;48.93355;920250000H;920250000H0476;3576;1;T4;1.2417223626344807;3;1;0;0;0
4447.816950735466;2.26495;48.926371;920250000U;920250000U0231;7151;0;T5;0.8815332882181965;2;1;0;0;0
8027.027027027027;2.248608;48.916826;92025000AP;92025000AP0018;9680;1;T2;0.7638386961469833;7;0;0;0;0
4857.737682165163;2.227959;48.916036;92025000BF;92025000BF0370;1564;0;T4;2.0701057729055803;4;0;3;1;1
6227.848101265823;2.25219;48.918311;92025000AM;92025000AM0056;7270;0;T2;0.4962263937380349;5;0;0;0;0
5617.977528089888;2.236763;48.920995;92025000BO;92025000BO0120;680;0;T3;1.3061902451772287;6;0;0;0;1
4277.142857142857;2.254808;48.930435;920250000B;920250000B0108;9614;0;T2;0.8805600503072374;3;1;0;0;0
4876.543209876543;2.233155;48.91434;92025000BE;92025000BE0149;4270;1;T4;1.8055897611652898;5;0;2;1;0
6393.86189258312;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0;T2;0.9465304841103703;3;1;3;0;0
5453.333333333333;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
5027.1069492360775;2.253692;48.914612;92025000AJ;92025000AJ0203;4442;0;T3;0.8811966197986666;3;1;3;0;0
4126.938949765192;2.260234;48.924514;920250000T;920250000T0115;1512;0;T4;0.47930539205365186;3;1;5;0;0
6222.554013701037;2.257459;48.91563;92025000AJ;92025000AJ0113;9611;0;T3;0.7977063772374339;4;1;2;0;0
5073.5141851314975;2.252296;48.916431;92025000AL;92025000AL0279;4442;0;T3;0.6951338088857437;6;0;1;0;0
4288.98208158597;2.240484;48.918208;92025000AV;92025000AV0349;4115;0;T3;1.1293513942381106;5;0;0;0;0
5636.978579481399;2.239262;48.912574;92025000AZ;92025000AZ0156;3170;0;T2;1.5685299480225396;5;1;2;0;0
4555.621875;2.232656;48.922969;92025000BX;92025000BX0218;1572;1;T4;1.596857489162965;5;0;1;0;1
4868.825066666666;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T4;0.9818664230392968;9;0;1;0;1
5395.829383886256;2.254244;48.932511;920250000B;920250000B0249;10;1;T2;1.1110928612005428;3;1;0;0;0
3700.5014698253503;2.258727;48.93356;920250000H;920250000H0230;130;0;T3;1.2673057051645689;5;1;0;0;0
5755.894590846047;2.253366;48.927493;920250000D;920250000D0048;50;0;T2;0.5584834911619664;8;0;3;0;0
4751.314193287505;2.258235;48.921303;92025000AE;92025000AE0145;6158;0;T3;0.3096597506135177;7;1;6;0;0
6851.72171468728;2.254126;48.914721;92025000AJ;92025000AJ0194;3545;0;T1;0.8676860809929307;4;1;3;0;0
5671.875;2.254244;48.932511;920250000B;920250000B0249;10;1;T3;1.1110928612005428;3;1;0;0;0
5694.613636363636;2.254244;48.932511;920250000B;920250000B0249;10;1;T2;1.1110928612005428;3;1;0;0;0
6174.654513378418;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0;T2;0.43977738942605216;10;0;4;0;0
4878.554054054054;2.271487;48.929708;920250000O;920250000O0513;1512;1;T4;1.4833297706921469;6;0;3;2;0
5550.887511815986;2.255584;48.915348;92025000AJ;92025000AJ0264;2539;0;T5;0.8020948763572783;5;1;2;0;0
4712.746858168761;2.236092;48.911768;92025000BD;92025000BD0228;1634;0;T2;1.7992720513392955;4;1;4;1;0
5896.44370738898;2.258669;48.925372;920250000T;920250000T0032;8840;0;T3;0.4436378109813135;5;1;6;0;0
5326.725490196079;2.254414;48.932964;920250000A;920250000A0118;10;1;T3;1.1613830633687583;3;1;0;0;0
4655.172413793103;2.257353;48.92307;92025000AB;92025000AB0325;765;0;T1;0.22239195039794354;5;1;7;0;0
6189.613526570049;2.232998;48.91644;92025000BG;92025000BG0284;4115;0;T2;1.7104648806138991;4;0;2;1;0
4807.692307692308;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
6021.505376344087;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0;T5;0.9465304841103703;3;1;3;0;0
5325.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
6500.017959770115;2.256728;48.918314;92025000AF;92025000AF0105;6251;0;T3;0.49708496737047436;4;0;2;0;0
5200.0;2.257076;48.93355;920250000H;920250000H0476;3576;1;T3;1.2417223626344807;3;1;0;0;0
6955.842125830402;2.252219;48.919081;92025000AM;92025000AM0048;4442;0;T1;0.41557394691006366;5;0;1;0;0
2670.786661516673;2.267088;48.933211;920250000L;920250000L0310;4876;0;T4;1.5076514177674092;6;0;1;0;0
6225.393700787402;2.261343;48.91419;92025000AI;92025000AI0190;3545;0;T2;1.055757084462195;9;1;2;0;0
6030.515863405183;2.253238;48.927224;920250000D;920250000D0072;5280;0;T2;0.5303515931685532;7;0;4;0;0
2984.201287302516;2.257879;48.919849;92025000AE;92025000AE0216;660;0;T1;0.38984598845781726;4;1;5;0;0
3714.285714285714;2.238332;48.910288;92025000BC;92025000BC0096;3670;0;T2;1.8010117253636702;5;1;4;0;1
3863.095238095238;2.22372;48.916381;92025000BZ;92025000BZ0208;1426;1;T4;2.3523712255608755;1;0;2;0;2
4319.9005490521085;2.260521;48.923527;920250000X;920250000X0180;22;0;T5;0.45982760852771565;3;1;5;0;0
4355.073548387097;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T3;0.9818664230392968;9;0;1;0;1
5729.566666666667;2.253095;48.924618;920250000E;920250000E0196;9614;1;T3;0.253069637941138;6;1;7;0;0
6469.475958941112;2.252364;48.917971;92025000AL;92025000AL0160;4442;0;T2;0.5282414732360007;5;0;0;0;0
7894.736842105263;2.248608;48.916826;92025000AP;92025000AP0018;9620;1;T3;0.7638386961469833;7;0;0;0;0
5231.388329979879;2.267775;48.924455;920250000V;920250000V0184;9145;0;T1;1.0009852785059754;6;0;1;0;0
5791.026238161777;2.237342;48.913496;92025000AY;92025000AY0155;25;0;T3;1.6052172574543733;3;1;1;0;0
4949.367088607595;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
4632.677352801143;2.238498;48.925608;92025000BX;92025000BX0193;4628;0;T3;1.217337274095387;6;0;1;0;1
5423.280423280424;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0;T2;0.43977738942605216;10;0;4;0;0
5127.428893269502;2.246756;48.91478;92025000AP;92025000AP0411;9680;0;T4;1.02848407107108;4;0;0;0;0
6397.4311473385205;2.249055;48.924529;92025000BJ;92025000BJ0026;8825;0;T4;0.4531362687497916;10;0;3;0;0
4580.177419354839;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T3;0.9818664230392968;9;0;1;0;1
6564.311452295159;2.25695;48.921854;92025000AB;92025000AB0342;6158;0;T3;0.1986602686885521;7;1;7;0;0
5161.023947151115;2.253031;48.918121;92025000AF;92025000AF0247;4442;0;T1;0.49998684668804105;4;0;1;0;0
4403.887923544744;2.226574;48.915595;92025000BZ;92025000BZ0174;1564;0;T5;2.1823728763184156;3;0;3;1;2
3922.442611990194;2.232678;48.920422;92025000BP;92025000BP0236;4870;0;T2;1.6114979874279418;6;0;1;0;0
6426.909654905002;2.254992;48.921233;92025000AE;92025000AE0242;3195;0;T3;0.14890519428710605;7;1;7;0;0
4752.620034121374;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T2;0.7378413689384381;11;0;2;0;0
4690.039840637451;2.246603;48.923661;92025000BK;92025000BK0158;65;0;T3;0.5878122929267999;8;0;3;0;0
4224.514081713605;2.235735;48.919656;92025000BN;92025000BN0226;6295;0;T3;1.4070209616426264;7;0;1;0;0
2935.269581337865;2.260147;48.933013;920250000H;920250000H0298;159;0;T3;1.2396300362462165;5;1;0;0;0
6038.6181927892585;2.261195;48.91762;92025000AH;92025000AH0245;6251;0;T4;0.73652476859879;2;0;1;0;0
5572.612833896224;2.240827;48.920005;92025000BH;92025000BH0186;666;0;T4;1.0357953335514718;3;0;0;0;0
3835.294117647059;2.264779;48.932588;920250000K;920250000K0307;4745;1;T5;1.3520220626570982;7;1;1;0;0
4900.622009569378;2.254244;48.932511;920250000B;920250000B0249;10;1;T4;1.1110928612005428;3;1;0;0;0
5175.600739371535;2.25307;48.92445;920250000E;920250000E0017;9614;0;T3;0.2367306572648997;6;1;7;0;0
6451.612903225807;2.252364;48.917971;92025000AL;92025000AL0160;4442;0;T2;0.5282414732360007;5;0;0;0;0
3048.7804878048782;2.260147;48.933013;920250000H;920250000H0298;159;0;T4;1.2396300362462165;5;1;0;0;0
5714.285714285715;2.265793;48.922631;920250000V;920250000V0007;9120;0;T2;0.8324556961780792;4;0;1;0;0
5857.680174714875;2.249055;48.924529;92025000BJ;92025000BJ0026;8825;0;T4;0.4531362687497916;10;0;3;0;0
4922.0672682526665;2.239721;48.913498;92025000AY;92025000AY0261;25;0;T1;1.473025359946143;6;1;1;0;0
5427.796029138694;2.251921;48.921641;92025000AD;92025000AD0118;4442;0;T4;0.20860970660540917;10;0;7;0;0
5939.463163906339;2.238868;48.914377;92025000AY;92025000AY0131;6265;0;T2;1.4566805743639846;5;0;0;0;0
5122.889305816136;2.260521;48.923527;920250000X;920250000X0180;9653;0;T3;0.45982760852771565;3;1;5;0;0
6934.520025429116;2.253583;48.92694;920250000F;920250000F0008;9614;0;T4;0.49541380185159356;7;0;5;0;0
6202.618883528601;2.254667;48.918471;92025000AF;92025000AF0140;5196;0;T1;0.4506804085794841;4;0;2;0;0
7694.619777577396;2.257571;48.921342;92025000AE;92025000AE0106;6158;0;T2;0.26457229909206903;7;1;6;0;0
6475.241722824494;2.255008;48.923584;92025000AC;92025000AC0369;6870;0;T2;0.1254800261614235;6;1;7;0;0
6137.596345989152;2.245373;48.914095;92025000AT;92025000AT0189;8830;0;T2;1.1485243628909227;5;0;0;0;0
5798.969072164949;2.247164;48.923188;92025000BK;92025000BK0159;65;0;T2;0.5380032271287364;8;0;3;0;0
6512.301013024602;2.25871;48.917875;92025000AH;92025000AH0117;6251;0;T2;0.6042140594614931;4;1;1;0;0
5302.750030829942;2.245438;48.926059;92025000BS;92025000BS0078;9970;0;T4;0.7678219866158623;11;0;1;0;0
4908.683333333333;2.271487;48.929708;920250000O;920250000O0513;1512;1;T3;1.4833297706921469;6;0;3;2;0
5216.4;2.271487;48.929708;920250000O;920250000O0513;1512;1;T3;1.4833297706921469;6;0;3;2;0
4959.046875;2.271487;48.929708;920250000O;920250000O0513;1512;1;T3;1.4833297706921469;6;0;3;2;0
4711.483333333334;2.232656;48.922969;92025000BX;92025000BX0218;1572;1;T5;1.596857489162965;5;0;1;0;1
4533.93135725429;2.246603;48.923661;92025000BK;92025000BK0158;65;0;T3;0.5878122929267999;8;0;3;0;0
5044.776119402985;2.25373;48.932497;920250000B;920250000B0250;10;1;T4;1.1106501690730994;3;0;0;0;0
5570.560432140445;2.257353;48.92307;92025000AB;92025000AB0325;765;0;T3;0.22239195039794354;5;1;7;0;0
6663.837011884551;2.267775;48.924455;920250000V;920250000V0184;9145;0;T1;1.0009852785059754;6;0;1;0;0
3679.733727810651;2.260147;48.933013;920250000H;920250000H0298;159;0;T3;1.2396300362462165;5;1;0;0;0
6046.511627906977;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T5;1.818898060255817;5;0;2;1;0
5042.301184433164;2.238498;48.925608;92025000BX;92025000BX0193;4628;0;T3;1.217337274095387;6;0;1;0;1
5697.674418604651;2.25373;48.932497;920250000B;920250000B0250;10;1;T2;1.1106501690730994;3;0;0;0;0
3559.183673469388;2.252068;48.928295;920250000D;920250000D0086;145;1;T5;0.66516633092778;8;0;0;0;0
4648.709677419355;2.252587;48.932724;920250000B;920250000B0252;10;1;T3;1.1427448468794288;3;0;0;0;0
5976.976869284562;2.267104;48.919696;920250000Y;920250000Y0114;1695;0;T1;0.9801698160374417;8;0;1;0;0
5095.296649246849;2.25553;48.922533;92025000AB;92025000AB0331;765;0;T4;0.08025163923293602;7;1;7;0;0
6998.037933289732;2.240103;48.913166;92025000AZ;92025000AZ0268;3170;0;T2;1.4783994181304398;6;1;1;0;0
5969.69696969697;2.25373;48.932497;920250000B;920250000B0250;10;1;T4;1.1106501690730994;3;0;0;0;0
4301.204819277108;2.264779;48.932588;920250000K;920250000K0307;4745;1;T4;1.3520220626570982;7;1;1;0;0
5777.690476190476;2.254603;48.928704;920250000G;920250000G0004;9614;0;T2;0.6877443271801871;7;0;0;0;0
5406.883333333333;2.254414;48.932964;920250000A;920250000A0118;10;1;T3;1.1613830633687583;3;1;0;0;0
4774.09012345679;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T4;0.9818664230392968;9;0;1;0;1
5328.125;2.271487;48.929708;920250000O;920250000O0513;1512;1;T3;1.4833297706921469;6;0;3;2;0
6179.48717948718;2.254244;48.932511;920250000B;920250000B0249;10;1;T2;1.1110928612005428;3;1;0;0;0
3306.122448979592;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T3;0.7378413689384381;11;0;2;0;0
7400.0;2.252068;48.928295;920250000D;920250000D0086;145;1;T2;0.66516633092778;8;0;0;0;0
7299.2700729927;2.258665;48.923561;92025000AB;92025000AB0347;9140;0;T2;0.33087074355467805;3;1;6;0;0
5121.0944721760025;2.238539;48.9097;92025000BC;92025000BC0194;7212;0;T3;1.8412664971255437;6;1;4;0;1
5839.041095890411;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0;T2;0.43977738942605216;10;0;4;0;0
2648.305084745763;2.260147;48.933013;920250000H;920250000H0298;159;0;T4;1.2396300362462165;5;1;0;0;0
5099.017620458444;2.233155;48.91434;92025000BE;92025000BE0149;4270;1;T3;1.8055897611652898;5;0;2;1;0
4893.524804177546;2.240846;48.92378;92025000BL;92025000BL0012;3126;1;T4;1.0056664273692248;8;0;1;0;1
4538.826923076923;2.264779;48.932588;920250000K;920250000K0307;4745;1;T6+;1.3520220626570982;7;1;1;0;0
4379.817799579538;2.226255;48.917958;92025000BQ;92025000BQ0293;1666;0;T3;2.1266973748054614;3;0;2;0;0
5391.600454029512;2.243522;48.916775;92025000AT;92025000AT0035;780;0;T2;1.0237113652534608;7;0;0;0;0
4431.0;2.271349;48.927369;920250000P;920250000P0208;8567;1;T4;1.3516706481279912;8;0;1;1;0
6079.931972789116;2.26113;48.92596;920250000T;920250000T0276;730;0;T1;0.6220918370697471;4;1;4;0;0
7261.9047619047615;2.248608;48.916826;92025000AP;92025000AP0018;9620;1;T2;0.7638386961469833;7;0;0;0;0
4743.833017077799;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T2;0.7378413689384381;11;0;2;0;0
5234.379746835443;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
5510.501143688916;2.245438;48.926059;92025000BS;92025000BS0078;132;0;T3;0.7678219866158623;11;0;1;0;0
4826.089855072464;2.232656;48.922969;92025000BX;92025000BX0218;1572;1;T4;1.596857489162965;5;0;1;0;1
4737.839545167403;2.23672;48.922962;92025000BO;92025000BO0570;8136;0;T2;1.2991765891678306;5;0;0;0;1
6286.9198312236285;2.256212;48.916009;92025000AJ;92025000AJ0094;3645;0;T3;0.7357710130472123;5;1;2;0;0
6332.905434317501;2.257204;48.924137;920250000E;920250000E0197;8825;0;T4;0.271078520306837;4;1;7;0;0
3892.954212837132;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T3;0.7378413689384381;11;0;2;0;0
3808.525506638714;2.258727;48.93356;920250000H;920250000H0230;130;0;T3;1.2673057051645689;5;1;0;0;0
5239.43661971831;2.25373;48.932497;920250000B;920250000B0250;10;1;T4;1.1106501690730994;3;0;0;0;0
5892.491803278688;2.252587;48.932724;920250000B;920250000B0252;10;1;T3;1.1427448468794288;3;0;0;0;0
6052.923466962447;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0;T3;0.9465304841103703;3;1;3;0;0
4273.995006242198;2.240846;48.92378;92025000BL;92025000BL0012;3126;1;T4;1.0056664273692248;8;0;1;0;1
4233.989898989899;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T5;0.9818664230392968;9;0;1;0;1
6521.05096549541;2.25219;48.918311;92025000AM;92025000AM0056;4442;0;T2;0.4962263937380349;5;0;0;0;0
4003.6488951956217;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T3;0.7378413689384381;11;0;2;0;0
5000.835282325426;2.238539;48.9097;92025000BC;92025000BC0194;3670;0;T3;1.8412664971255437;6;1;4;0;1
4638.439581351094;2.25553;48.922533;92025000AB;92025000AB0331;765;0;T3;0.08025163923293602;7;1;7;0;0
5793.84375;2.257076;48.93355;920250000H;920250000H0476;3576;1;T3;1.2417223626344807;3;1;0;0;0
4701.149425287356;2.25373;48.932497;920250000B;920250000B0250;10;1;T5;1.1106501690730994;3;0;0;0;0
6850.828729281768;2.246089;48.912433;92025000AR;92025000AR0098;6278;0;T2;1.2777708006653499;5;0;1;0;0
5459.016393442623;2.255366;48.929762;920250000G;920250000G0224;46;1;T3;0.8081768450821467;3;1;0;0;0
4772.944942381562;2.254244;48.932511;920250000B;920250000B0249;10;1;T4;1.1110928612005428;3;1;0;0;0
3163.2653061224487;2.260147;48.933013;920250000H;920250000H0298;159;0;T3;1.2396300362462165;5;1;0;0;0
6122.099005373271;2.26215;48.924857;920250000U;920250000U0189;6235;0;T5;0.6222163203001116;2;1;5;0;0
5416.730621642364;2.255355;48.92065;92025000AE;92025000AE0215;1491;0;T3;0.21868800802083868;7;1;7;0;0
5245.901639344263;2.25373;48.932497;920250000B;920250000B0250;10;1;T3;1.1106501690730994;3;0;0;0;0
5214.285714285715;2.253666;48.926823;920250000F;920250000F0007;9614;0;T4;0.4817595964516088;7;0;7;0;0
4156.176470588235;2.240846;48.92378;92025000BL;92025000BL0012;3126;1;T5;1.0056664273692248;8;0;1;0;1
4535.444305381727;2.240846;48.92378;92025000BL;92025000BL0012;3126;1;T4;1.0056664273692248;8;0;1;0;1
4835.404929577465;2.271349;48.927369;920250000P;920250000P0208;8567;1;T4;1.3516706481279912;8;0;1;1;0
5166.475315729047;2.252545;48.926706;920250000D;920250000D0079;9614;0;T3;0.4856125881095472;8;0;4;0;0
4981.366459627329;2.235391;48.911017;92025000BD;92025000BD0209;3170;0;T4;1.8933859670410245;5;1;4;0;0
4681.06353763575;2.253161;48.927622;920250000D;920250000D0046;145;0;T4;0.5749387902411405;8;0;2;0;0
5171.339563862928;2.254244;48.932511;920250000B;920250000B0249;10;1;T3;1.1110928612005428;3;1;0;0;0
5060.602274147194;2.25553;48.922533;92025000AB;92025000AB0331;765;0;T4;0.08025163923293602;7;1;7;0;0
5920.418559823765;2.238936;48.90986;92025000BC;92025000BC0123;3670;0;T4;1.8091101203855975;5;1;4;0;1
6697.674418604651;2.25373;48.932497;920250000B;920250000B0250;10;1;T2;1.1106501690730994;3;0;0;0;0
6579.668760708167;2.257736;48.916146;92025000AG;92025000AG0268;7235;0;T3;0.7490609685653328;5;1;2;0;0
4932.587964485367;2.237657;48.918952;92025000BH;92025000BH0059;4443;0;T2;1.292089854403234;4;0;0;0;0
6620.176238225464;2.235033;48.91047;92025000BC;92025000BC0001;1634;0;T4;1.9540249062973334;7;1;3;0;0
4964.471814306016;2.246255;48.926389;92025000BS;92025000BS0012;7165;0;T2;0.7378413689384381;11;0;2;0;0
5088.79271750485;2.227295;48.914577;92025000CD;92025000CD0024;7230;0;T4;2.1764708264700943;5;0;3;1;2
3493.1007137192705;2.246656;48.920579;92025000AN;92025000AN0483;3170;0;T3;0.6096275726059017;4;0;1;0;0
7187.5;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T2;1.818898060255817;5;0;2;1;0
5067.290813341135;2.227295;48.914577;92025000CD;92025000CD0024;7230;0;T5;2.1764708264700943;5;0;3;1;2
5414.634146341464;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T4;1.818898060255817;5;0;2;1;0
6672.95767053114;2.258424;48.917583;92025000AH;92025000AH0115;7235;0;T4;0.6220839788641489;4;1;1;0;0
6456.310679611651;2.247818;48.924722;92025000BJ;92025000BJ0082;3113;0;T1;0.5432132457146107;7;0;3;0;0
6202.018745493872;2.249391;48.921706;92025000AN;92025000AN0761;3170;0;T4;0.38060196905625987;11;0;2;0;0
7190.894981893431;2.238333;48.910359;92025000BC;92025000BC0097;3670;0;T1;1.7950064561139085;5;1;4;0;1
7028.571428571428;2.255366;48.929762;920250000G;920250000G0224;46;1;T2;0.8081768450821467;3;1;0;0;0
5519.634127109289;2.261488;48.914527;92025000AI;92025000AI0120;3545;0;T3;1.0283281893493321;8;1;2;0;0
6393.47442680776;2.240103;48.913166;92025000AZ;92025000AZ0268;3170;0;T1;1.4783994181304398;6;1;1;0;0
4916.666666666667;2.257353;48.92307;92025000AB;92025000AB0325;765;0;T3;0.22239195039794354;5;1;7;0;0
4984.375;2.255366;48.929762;920250000G;920250000G0224;46;1;T3;0.8081768450821467;3;1;0;0;0
5095.438369459722;2.237206;48.909276;92025000BC;92025000BC0061;7212;0;T3;1.940145583701933;6;1;4;0;1
5907.752698724239;2.260664;48.923117;920250000X;920250000X0175;4480;0;T3;0.46127514846471973;5;1;5;0;0
4960.78431372549;2.253729;48.924083;920250000E;920250000E0042;8825;0;T3;0.18128279313289972;7;1;7;0;0
3805.970149253732;2.24793;48.92308;92025000BJ;92025000BJ0098;65;0;T4;0.4807654876956923;8;0;3;0;0
5163.511187607573;2.257722;48.922098;92025000AB;92025000AB0322;6158;0;T1;0.2454260947085818;6;1;6;0;0
4702.194357366771;2.254921;48.923468;92025000AC;92025000AC0379;6870;0;T2;0.11120300496000357;7;1;7;0;0
4970.588235294118;2.25727;48.932916;920250000H;920250000H0475;3576;1;T4;1.1745601348220152;3;1;0;0;0
3636.868406440866;2.241305;48.911126;92025000AZ;92025000AZ0292;1646;0;T2;1.5911864244684557;5;1;4;0;1
4684.931506849315;2.25727;48.932916;920250000H;920250000H0475;3576;1;T4;1.1745601348220152;3;1;0;0;0
6310.705238095238;2.241498;48.924817;92025000BL;92025000BL0194;9970;1;T2;0.9818664230392968;9;0;1;0;1
7710.843373493976;2.255553;48.923668;92025000AB;92025000AB0059;8825;0;T1;0.15162668595852438;5;1;7;0;0
4126.984126984127;2.247156;48.921722;92025000AN;92025000AN0486;4115;0;T3;0.5407987512675918;7;0;1;0;0
5558.612903225807;2.271487;48.929708;920250000O;920250000O0513;1512;1;T2;1.4833297706921469;6;0;3;2;0
5402.734310657223;2.239495;48.910009;92025000BC;92025000BC0127;7212;0;T3;1.7706161419328386;5;1;4;0;1
7000.0;2.25373;48.932497;920250000B;920250000B0250;10;1;T2;1.1106501690730994;3;0;0;0;0
5595.238095238095;2.25727;48.932916;920250000H;920250000H0475;3576;1;T2;1.1745601348220152;3;1;0;0;0
4686.489980607627;2.270968;48.927711;920250000P;920250000P0127;8567;0;T2;1.3420242755063596;5;0;1;1;0
7034.220532319391;2.242488;48.911541;92025000AR;92025000AR0057;9680;0;T1;1.5025536774274697;7;1;1;0;1
6935.607024688216;2.253583;48.92694;920250000F;920250000F0008;9614;0;T2;0.49541380185159356;7;0;5;0;0
5963.855421686747;2.25373;48.932497;920250000B;920250000B0250;10;1;T4;1.1106501690730994;3;0;0;0;0
4390.847247990105;2.236954;48.91127;92025000AZ;92025000AZ0081;1634;0;T2;1.7908172948480887;4;1;3;0;0
4413.603400850212;2.247156;48.921722;92025000AN;92025000AN0486;4115;0;T4;0.5407987512675918;7;0;1;0;0
5955.555555555556;2.260597;48.919777;920250000Z;920250000Z0303;1491;0;T3;0.5450061134127047;3;1;3;0;0
5149.937238493724;2.254244;48.932511;920250000B;920250000B0249;10;1;T3;1.1110928612005428;3;1;0;0;0
6411.764705882353;2.25373;48.932497;920250000B;920250000B0250;10;1;T2;1.1106501690730994;3;0;0;0;0
5820.0;2.252068;48.928295;920250000D;920250000D0086;145;1;T3;0.66516633092778;8;0;0;0;0
6145.1612903225805;2.231823;48.91578;92025000BF;92025000BF0056;4115;1;T3;1.818898060255817;5;0;2;1;0
2847.171197648788;2.261195;48.91762;92025000AH;92025000AH0245;6251;0;T3;0.73652476859879;2;0;1;0;0
3196.153302220337;2.269937;48.932881;920250000M;920250000M0583;4876;0;T4;1.6179676829806695;6;0;2;1;0
6615.532118887823;2.255355;48.92065;92025000AE;92025000AE0215;1491;0;T3;0.21868800802083868;7;1;7;0;0
4762.1547619047615;2.271487;48.929708;920250000O;920250000O0513;1512;1;T4;1.4833297706921469;6;0;3;2;0
6512.82651985475;2.253761;48.915336;92025000AJ;92025000AJ0327;4442;0;T5;0.8005233151247362;4;1;1;0;0
5909.955555555555;2.252587;48.932724;920250000B;920250000B0252;10;1;T3;1.1427448468794288;3;0;0;0;0
4935.215384615384;2.252587;48.932724;920250000B;920250000B0252;10;1;T4;1.1427448468794288;3;0;0;0;0
