prix_m2;longitude;latitude;code_secteur_ville;id_parcelle;adresse_code_voie;construction_recente
5424.470931646802;2.249767;48.923785;92025000BJ;92025000BJ0017;8825;0
3085.1063829787236;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
5316.390041493775;2.261488;48.914527;92025000AI;92025000AI0120;3545;0
5473.87976744186;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5967.604433077579;2.239331;48.913358;92025000AY;92025000AY0118;0025;0
4065.217391304348;2.260276;48.923336;920250000X;920250000X0183;9653;0
4733.333333333333;2.25727;48.932916;920250000H;920250000H0475;3576;1
4445.238095238095;2.252068;48.928295;920250000D;920250000D0086;0145;1
5859.375;2.25727;48.932916;920250000H;920250000H0475;3576;1
4603.448275862069;2.264843;48.923143;920250000X;920250000X0217;6125;0
5697.916666666667;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5305.699481865285;2.259246;48.921348;920250000Z;920250000Z0062;6158;0
4726.890756302521;2.238498;48.925608;92025000BX;92025000BX0193;4628;0
4421.768707482994;2.259126;48.930963;920250000I;920250000I0231;3576;0
5911.752106240183;2.252219;48.919081;92025000AM;92025000AM0048;4442;0
5205.820409726211;2.266021;48.922241;920250000V;920250000V0305;4480;0
5168.935955622795;2.24232;48.922585;92025000BK;92025000BK0237;8825;0
4298.387096774194;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
5301.204819277108;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5143.616782589185;2.227295;48.914577;92025000CD;92025000CD0024;7230;0
4397.5125;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5783.22186682175;2.264379;48.923386;920250000X;920250000X0213;3650;0
6502.367028682819;2.254453;48.91433;92025000AJ;92025000AJ0192;2539;0
5394.736842105263;2.267095;48.92714;920250000Q;920250000Q0043;3110;0
3862.581244196843;2.260147;48.933013;920250000H;920250000H0298;0159;0
4848.484848484848;2.255366;48.929762;920250000G;920250000G0224;0046;1
4214.159576175951;2.263137;48.921523;920250000Y;920250000Y0273;9653;0
3005.4244245711775;2.271327;48.932649;920250000M;920250000M0584;4876;0
2835.820895522388;2.271729;48.931355;920250000N;920250000N0439;6860;0
4500.236854571293;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0
5774.624649397789;2.230952;48.914257;92025000BE;92025000BE0369;5130;0
5095.007874015748;2.254244;48.932511;920250000B;920250000B0249;0010;1
4943.023255813953;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5059.701492537313;2.25373;48.932497;920250000B;920250000B0250;0010;1
5985.808510638298;2.252587;48.932724;920250000B;920250000B0252;0010;1
4987.693877551021;2.252587;48.932724;920250000B;920250000B0252;0010;1
4263.138552002941;2.246444;48.924085;92025000BK;92025000BK0156;8825;0
3950.8013417815882;2.260147;48.933013;920250000H;920250000H0298;0159;0
3363.2286995515697;2.259126;48.930963;920250000I;920250000I0231;3576;0
4851.851851851852;2.25727;48.932916;920250000H;920250000H0475;3576;1
4337.5;2.25727;48.932916;920250000H;920250000H0475;3576;1
5229.083665338646;2.256931;48.922358;92025000AB;92025000AB0109;6158;0
6500.57273768614;2.267775;48.924455;920250000V;920250000V0184;9145;0
6109.643328929987;2.26697;48.927912;920250000R;920250000R0165;1512;0
4285.714285714285;2.240379;48.923023;92025000BM;92025000BM0345;8135;0
5300.0;2.255008;48.923584;92025000AC;92025000AC0369;6870;0
5580.617600390577;2.260521;48.923527;920250000X;920250000X0180;9653;0
5583.333333333333;2.252587;48.932724;920250000B;920250000B0252;0010;1
4034.4950213371267;2.238479;48.922782;92025000BM;92025000BM0292;7278;0
5383.720930232558;2.25727;48.932916;920250000H;920250000H0475;3576;1
5209.302325581395;2.25373;48.932497;920250000B;920250000B0250;0010;1
4800.0;2.25727;48.932916;920250000H;920250000H0475;3576;1
5820.0;2.25727;48.932916;920250000H;920250000H0475;3576;1
5086.314152410576;2.254244;48.932511;920250000B;920250000B0249;0010;1
5472.547008547009;2.256021;48.923966;920250000E;920250000E0110;8825;0
6585.403487116186;2.259246;48.921348;920250000Z;920250000Z0062;6158;0
5874.6736292428195;2.253815;48.917314;92025000AG;92025000AG0051;4780;0
6168.300653594772;2.266743;48.926091;920250000Q;920250000Q0200;4120;0
5334.281650071123;2.270968;48.927711;920250000P;920250000P0127;8567;0
4952.056913083823;2.253367;48.920885;92025000AD;92025000AD0130;4442;0
5100.3619611714375;2.25553;48.922533;92025000AB;92025000AB0331;0765;0
5091.065714988924;2.246444;48.924085;92025000BK;92025000BK0156;8825;0
5248.687828042989;2.24793;48.92308;92025000BJ;92025000BJ0098;0065;0
4247.186239116585;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
4035.585353274884;2.238498;48.925608;92025000BX;92025000BX0193;4628;0
3281.0791104629966;2.260147;48.933013;920250000H;920250000H0298;0159;0
5296.8219068558865;2.252961;48.92674;920250000D;920250000D0078;9614;0
6653.649744668069;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0
6699.574468085107;2.252587;48.932724;920250000B;920250000B0252;0010;1
6234.915526950926;2.253161;48.927622;920250000D;920250000D0046;0145;0
4834.944981660554;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
5665.985509938696;2.249767;48.923785;92025000BJ;92025000BJ0017;8825;0
6825.273010920437;2.260224;48.920018;920250000Z;920250000Z0308;6158;0
4375.974103824482;2.255712;48.925636;920250000E;920250000E0072;3685;0
5878.048780487805;2.25727;48.932916;920250000H;920250000H0475;3576;1
8077.264653641208;2.253367;48.920885;92025000AD;92025000AD0130;4442;0
3649.7424576894773;2.260521;48.923527;920250000X;920250000X0180;9653;0
4546.495804037197;2.252379;48.916973;92025000AL;92025000AL0172;4442;0
5155.525004296271;2.241038;48.912763;92025000AS;92025000AS0206;1646;0
6127.767979619832;2.255008;48.923584;92025000AC;92025000AC0369;6870;0
5596.774193548387;2.25727;48.932916;920250000H;920250000H0475;3576;1
6042.817679558011;2.258118;48.928481;920250000G;920250000G0088;4138;0
5656.623406991699;2.240827;48.920005;92025000BH;92025000BH0186;0666;0
5686.546463245493;2.242625;48.923121;92025000BK;92025000BK0025;8825;0
6132.660687593423;2.257842;48.914474;92025000AI;92025000AI0139;9611;0
6229.34146961607;2.23866;48.910519;92025000BC;92025000BC0167;0126;0
4194.444444444444;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
6727.272727272727;2.25373;48.932497;920250000B;920250000B0250;0010;1
7800.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5744.186046511628;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5046.153846153846;2.25727;48.932916;920250000H;920250000H0475;3576;1
5092.143549951503;2.262261;48.920069;920250000Z;920250000Z0195;8881;0
5123.076923076923;2.255168;48.929401;920250000G;920250000G0227;9614;1
4557.186234817814;2.24875;48.923265;92025000BJ;92025000BJ0056;3113;0
4623.631896359168;2.263481;48.929487;920250000I;920250000I0188;6127;0
4032.760032760033;2.265536;48.928985;920250000R;920250000R0378;0650;0
5990.714510544539;2.259685;48.924004;920250000T;920250000T0108;6215;0
4291.845493562231;2.245401;48.930061;92025000BT;92025000BT0026;7165;0
4713.186428821266;2.271265;48.926556;920250000P;920250000P0166;0022;0
6127.419354838709;2.257076;48.93355;920250000H;920250000H0476;3576;1
5369.047619047619;2.25727;48.932916;920250000H;920250000H0475;3576;1
4742.424242424242;2.25727;48.932916;920250000H;920250000H0475;3576;1
4409.750753218296;2.252545;48.926706;920250000D;920250000D0079;9614;0
5417.607223476299;2.257505;48.914742;92025000AJ;92025000AJ0139;3545;0
4608.585858585859;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
5537.024683122081;2.258378;48.926412;920250000F;920250000F0153;8840;0
6336.003286095708;2.239573;48.912638;92025000AZ;92025000AZ0189;6265;0
4441.176470588235;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
4593.12875;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
6492.537313432836;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0
4563.380281690141;2.257076;48.93355;920250000H;920250000H0476;3576;1
4888.888888888889;2.255168;48.929401;920250000G;920250000G0227;9614;1
5230.907188761023;2.227959;48.916036;92025000BF;92025000BF0370;1564;0
6357.142857142857;2.25373;48.932497;920250000B;920250000B0250;0010;1
3926.327812678469;2.255553;48.923668;92025000AB;92025000AB0059;8825;0
5730.659025787965;2.237677;48.913708;92025000AY;92025000AY0213;1580;0
4672.181372549019;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
5766.926303175554;2.245438;48.926059;92025000BS;92025000BS0078;9970;0
6568.627450980392;2.257505;48.914742;92025000AJ;92025000AJ0139;3545;0
7849.031396125584;2.255184;48.914501;92025000AJ;92025000AJ0183;2539;0
5133.747635774115;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0
5184.191266162478;2.244163;48.925903;92025000BR;92025000BR0128;0132;0
4313.595166163142;2.226255;48.917958;92025000BQ;92025000BQ0293;1666;0
5200.0;2.255168;48.929401;920250000G;920250000G0227;9614;1
5075.757575757576;2.255168;48.929401;920250000G;920250000G0227;9614;1
4188.306248952924;2.252545;48.926706;920250000D;920250000D0079;9614;0
5310.90949325072;2.265712;48.93205;920250000K;920250000K0289;8567;0
3692.357304095453;2.245992;48.921918;92025000BI;92025000BI0093;4115;0
6281.991624011168;2.237342;48.913496;92025000AY;92025000AY0155;0025;0
4713.242961418144;2.253028;48.918708;92025000AF;92025000AF0242;4442;0
6915.377616014559;2.255639;48.916584;92025000AG;92025000AG0324;2539;0
6312.389900176159;2.237267;48.910647;92025000AZ;92025000AZ0250;1634;0
3209.6304247814755;2.271327;48.932649;920250000M;920250000M0584;4876;0
4281.25;2.25553;48.922533;92025000AB;92025000AB0331;6158;0
5951.307484220018;2.2486;48.915932;92025000AP;92025000AP0418;9620;0
5286.343612334802;2.236092;48.911768;92025000BD;92025000BD0228;1634;0
6394.736842105263;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0
6480.558325024926;2.232628;48.915403;92025000BE;92025000BE0041;4115;0
4112.808460634547;2.239514;48.913406;92025000AY;92025000AY0210;0025;0
4753.086419753086;2.255366;48.929762;920250000G;920250000G0224;0046;1
6591.966527196653;2.253261;48.916964;92025000AG;92025000AG0299;4442;0
4528.395061728395;2.252068;48.928295;920250000D;920250000D0086;0145;1
5000.0;2.25373;48.932497;920250000B;920250000B0250;0010;1
5079.3650793650795;2.25373;48.932497;920250000B;920250000B0250;0010;1
7663.72437357631;2.255639;48.916584;92025000AG;92025000AG0324;2539;0
6875.0;2.258665;48.923561;92025000AB;92025000AB0347;9140;0
4518.497599548151;2.264379;48.923386;920250000X;920250000X0213;3650;0
6765.261170547514;2.25325;48.917611;92025000AG;92025000AG0295;4442;0
5268.199233716475;2.252803;48.926344;920250000D;920250000D0013;9614;0
4449.306569343065;2.254244;48.932511;920250000B;920250000B0249;0010;1
6634.65735486687;2.258665;48.923561;92025000AB;92025000AB0347;9140;0
4543.093666666667;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5941.860465116279;2.271349;48.927369;920250000P;920250000P0208;8567;1
4233.787691036761;2.235166;48.922476;92025000BO;92025000BO0443;7278;0
5000.0;2.255168;48.929401;920250000G;920250000G0227;9614;1
5154.333333333333;2.26862;48.929634;920250000O;920250000O0009;3162;1
4679.772727272728;2.254244;48.932511;920250000B;920250000B0249;0010;1
5626.666666666667;2.26862;48.929634;920250000O;920250000O0009;3162;1
6444.444444444444;2.26862;48.929634;920250000O;920250000O0009;3162;1
5343.2835820895525;2.26862;48.929634;920250000O;920250000O0009;3162;1
4629.081632653061;2.26862;48.929634;920250000O;920250000O0009;3162;1
5378.426470588235;2.26862;48.929634;920250000O;920250000O0009;3162;1
4125.822857142857;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
6329.113924050633;2.267775;48.924455;920250000V;920250000V0184;9145;0
4840.6615570794675;2.253366;48.927493;920250000D;920250000D0048;0050;0
5708.333333333333;2.235928;48.910174;92025000BC;92025000BC0203;1564;0
5442.452380952381;2.26862;48.929634;920250000O;920250000O0009;3162;1
5047.884057971014;2.26862;48.929634;920250000O;920250000O0009;3162;1
5153.7759375;2.26862;48.929634;920250000O;920250000O0009;3162;1
4985.272727272727;2.26862;48.929634;920250000O;920250000O0009;3162;1
5301.595744680851;2.26862;48.929634;920250000O;920250000O0009;3162;1
3094.3070091975897;2.267088;48.933211;920250000L;920250000L0310;4876;0
7233.333333333333;2.255168;48.929401;920250000G;920250000G0227;9614;1
5044.776119402985;2.255168;48.929401;920250000G;920250000G0227;9614;1
5070.5467372134035;2.233542;48.91039;92025000CF;92025000CF0198;0135;0
4124.338235294118;2.26862;48.929634;920250000O;920250000O0009;3162;1
5568.047619047619;2.26862;48.929634;920250000O;920250000O0009;3162;1
5040.977020729552;2.246533;48.921336;92025000AN;92025000AN0484;4115;0
5772.727272727273;2.25373;48.932497;920250000B;920250000B0250;0010;1
5827.505827505827;2.255645;48.915531;92025000AJ;92025000AJ0080;2539;0
6244.897959183673;2.26862;48.929634;920250000O;920250000O0009;3162;1
4649.279753086419;2.26862;48.929634;920250000O;920250000O0009;3162;1
5941.176470588235;2.26862;48.929634;920250000O;920250000O0009;3162;1
3952.507420715513;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
5187.385740402194;2.233289;48.918701;92025000BG;92025000BG0090;0666;0
4480.11946985253;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
5224.489795918367;2.26862;48.929634;920250000O;920250000O0009;3162;1
4859.79381443299;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
4147.104851330204;2.245992;48.921918;92025000BI;92025000BI0093;4115;0
7085.618448637316;2.259853;48.920417;920250000Z;920250000Z0014;6158;0
4572.45652173913;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
5303.867403314916;2.253238;48.927224;920250000D;920250000D0072;5280;0
5520.786516853933;2.26862;48.929634;920250000O;920250000O0009;3162;1
7408.435072142064;2.259346;48.919491;920250000Z;920250000Z0001;4830;0
3587.1016981492085;2.240484;48.918208;92025000AV;92025000AV0349;4115;0
5747.126436781609;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
3799.5005351409204;2.252437;48.928303;920250000D;920250000D0085;0145;0
7737.54824480794;2.262534;48.923856;920250000X;920250000X0150;0022;0
4380.314351971141;2.260147;48.933013;920250000H;920250000H0298;0159;0
6731.25;2.252068;48.928295;920250000D;920250000D0086;0145;1
5403.367680321689;2.247164;48.923188;92025000BK;92025000BK0159;0065;0
6066.310160427807;2.269593;48.928224;920250000Q;920250000Q0165;8567;0
5112.5625;2.26862;48.929634;920250000O;920250000O0009;3162;1
7022.318998366902;2.240851;48.913142;92025000AS;92025000AS0196;4166;0
5609.928571428572;2.26862;48.929634;920250000O;920250000O0009;3162;1
5081.30081300813;2.240154;48.919146;92025000BH;92025000BH0147;4115;0
5386.620330147698;2.266743;48.926091;920250000Q;920250000Q0200;4120;0
3516.5484633569736;2.258727;48.93356;920250000H;920250000H0230;0130;0
6756.36574074074;2.255923;48.924899;920250000E;920250000E0086;1650;0
5600.314403615642;2.254636;48.914403;92025000AJ;92025000AJ0190;2539;0
5020.920502092051;2.259853;48.920417;920250000Z;920250000Z0014;6158;0
3609.239653512993;2.264319;48.930961;920250000J;920250000J0066;8556;0
5082.8729281767955;2.238498;48.925608;92025000BX;92025000BX0193;4628;0
4500.978473581213;2.245992;48.921918;92025000BI;92025000BI0093;4115;0
4970.303421562298;2.270968;48.927711;920250000P;920250000P0127;8567;0
5538.840579710145;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
4666.666666666667;2.257076;48.93355;920250000H;920250000H0476;3576;1
5866.666666666667;2.26862;48.929634;920250000O;920250000O0009;3162;1
4931.7125;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
4362.276692978811;2.266893;48.926423;920250000Q;920250000Q0220;3110;0
4150.298889837745;2.252437;48.928303;920250000D;920250000D0085;0145;0
7593.582887700534;2.257353;48.92307;92025000AB;92025000AB0325;0765;0
6367.34693877551;2.26862;48.929634;920250000O;920250000O0009;3162;1
5853.129032258064;2.257076;48.93355;920250000H;920250000H0476;3576;1
5430.7692307692305;2.25727;48.932916;920250000H;920250000H0475;3576;1
6828.571428571428;2.255366;48.929762;920250000G;920250000G0224;0046;1
5224.346956630421;2.24707;48.919734;92025000AO;92025000AO0348;3170;0
5210.142410559222;2.247144;48.924855;92025000BJ;92025000BJ0045;3113;0
6323.155216284988;2.238333;48.910359;92025000BC;92025000BC0097;3670;0
6600.403789408293;2.255232;48.921676;92025000AE;92025000AE0209;6158;0
5436.781609195402;2.25721;48.914845;92025000AJ;92025000AJ0136;3545;0
7373.370378285958;2.242881;48.910961;92025000AR;92025000AR0131;0075;0
6105.714285714285;2.256458;48.922124;92025000AB;92025000AB0218;6158;0
5760.945100764419;2.237335;48.9189;92025000BH;92025000BH0063;4443;0
6046.1707585196045;2.239062;48.91058;92025000BC;92025000BC0163;0126;0
4534.246575342466;2.264779;48.932588;920250000K;920250000K0307;4745;1
4928.328125;2.26862;48.929634;920250000O;920250000O0009;3162;1
6367.64705882353;2.256219;48.918489;92025000AF;92025000AF0111;6251;0
5217.031146454606;2.25553;48.922533;92025000AB;92025000AB0331;0765;0
4986.666666666667;2.255168;48.929401;920250000G;920250000G0227;9614;1
5317.460317460317;2.237342;48.913496;92025000AY;92025000AY0155;0025;0
4324.631101021566;2.241332;48.925923;92025000BR;92025000BR0034;5216;0
6379.11464245176;2.23866;48.910519;92025000BC;92025000BC0167;0126;0
5569.828722002635;2.251851;48.924228;92025000AC;92025000AC0231;8825;0
7365.439093484419;2.233699;48.913435;92025000BD;92025000BD0020;1580;0
6119.571347997744;2.255351;48.925558;920250000E;920250000E0071;3685;0
5467.128027681661;2.25463;48.925703;920250000E;920250000E0068;5110;0
4864.583333333333;2.25727;48.932916;920250000H;920250000H0475;3576;1
6086.95652173913;2.255168;48.929401;920250000G;920250000G0227;9614;1
3920.8222306813855;2.260147;48.933013;920250000H;920250000H0298;0159;0
5975.982088337065;2.255718;48.923155;92025000AB;92025000AB0069;0765;0
5286.911669890394;2.240846;48.92378;92025000BL;92025000BL0012;3126;0
4809.523809523809;2.255168;48.929401;920250000G;920250000G0227;9614;1
6883.116883116883;2.255627;48.921497;92025000AE;92025000AE0042;6158;0
3952.9411764705883;2.269419;48.932415;920250000M;920250000M0887;4876;1
4666.666666666667;2.25373;48.932497;920250000B;920250000B0250;0010;1
5683.498837946335;2.238279;48.91047;92025000BC;92025000BC0099;3670;0
6151.990349819059;2.25582;48.926037;920250000F;920250000F0181;2553;0
6571.025168815225;2.233477;48.91479;92025000BE;92025000BE0157;1634;0
5878.530367408148;2.257252;48.917498;92025000AG;92025000AG0216;4765;0
4817.2875;2.26862;48.929634;920250000O;920250000O0009;3162;1
6061.299176578225;2.242915;48.925927;92025000BR;92025000BR0290;3200;0
7011.957104557641;2.238453;48.913856;92025000AY;92025000AY0141;6265;0
6993.588221325101;2.255348;48.914638;92025000AJ;92025000AJ0185;3545;0
5870.069605568446;2.252523;48.915205;92025000AL;92025000AL0233;4442;0
7187.5;2.25373;48.932497;920250000B;920250000B0250;0010;1
6044.776119402985;2.25373;48.932497;920250000B;920250000B0250;0010;1
4625.0;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
6018.538461538462;2.252587;48.932724;920250000B;920250000B0252;4198;1
5743.00071787509;2.237959;48.910685;92025000AZ;92025000AZ0119;0126;0
5256.641509433963;2.264379;48.923386;920250000X;920250000X0213;3650;0
6707.8685559240275;2.234159;48.913038;92025000BD;92025000BD0109;1580;0
7498.986623429266;2.244071;48.911285;92025000AR;92025000AR0141;0075;0
6317.146540610228;2.258593;48.931091;920250000H;920250000H0050;0046;0
6129.032258064516;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5500.0;2.235679;48.913889;92025000AY;92025000AY0020;7215;0
4865.151515151515;2.252068;48.928295;920250000D;920250000D0086;0145;1
5231.884057971014;2.25727;48.932916;920250000H;920250000H0475;3576;1
5503.81033022862;2.254126;48.914721;92025000AJ;92025000AJ0194;3545;0
5500.0;2.235679;48.913889;92025000AY;92025000AY0020;7215;0
7925.925925925926;2.255168;48.929401;920250000G;920250000G0227;9614;1
7068.9655172413795;2.252068;48.928295;920250000D;920250000D0086;0145;0
4962.513388075687;2.253909;48.921498;92025000AD;92025000AD0099;6154;0
5522.696011004127;2.235679;48.913889;92025000AY;92025000AY0020;7215;0
4473.933333333333;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;0
3500.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
5475.0;2.235391;48.911017;92025000BD;92025000BD0209;3170;0
4576.806451612903;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
6186.046511627907;2.25373;48.932497;920250000B;920250000B0250;0010;1
5155.794664873347;2.246296;48.927685;92025000BS;92025000BS0073;7165;0
5000.0;2.25553;48.922533;92025000AB;92025000AB0331;4462;0
5387.4894540195255;2.251168;48.926291;920250000D;920250000D0014;5224;0
5828.125;2.26862;48.929634;920250000O;920250000O0009;3162;1
3569.192235441453;2.260147;48.933013;920250000H;920250000H0298;0159;0
5279.312461632903;2.227295;48.914577;92025000CD;92025000CD0024;7230;0
5500.0;2.235679;48.913889;92025000AY;92025000AY0020;7215;0
5500.0;2.235679;48.913889;92025000AY;92025000AY0020;7215;0
4224.127220772767;2.248435;48.923431;92025000BJ;92025000BJ0054;4245;0
6355.555555555556;2.255366;48.929762;920250000G;920250000G0224;0046;1
4952.380952380952;2.255168;48.929401;920250000G;920250000G0227;9614;1
6407.741598012292;2.239573;48.912638;92025000AZ;92025000AZ0189;6265;0
3684.2105263157896;2.265536;48.928985;920250000R;920250000R0378;2540;0
5187.534626038781;2.244163;48.925903;92025000BR;92025000BR0128;0132;0
4489.164086687307;2.253688;48.9282;920250000D;920250000D0070;7220;0
4013.377926421405;2.257353;48.92307;92025000AB;92025000AB0325;0765;0
5427.759110881365;2.269593;48.928224;920250000Q;920250000Q0165;8567;0
6872.596153846153;2.252219;48.919081;92025000AM;92025000AM0048;4442;0
4982.415005861665;2.259659;48.924277;920250000T;920250000T0106;1512;0
5656.313761051916;2.241428;48.925188;92025000BR;92025000BR0106;9970;0
5805.06329113924;2.240827;48.920005;92025000BH;92025000BH0186;0666;0
5398.654061849063;2.259853;48.920417;920250000Z;920250000Z0014;6158;0
7723.577235772357;2.253261;48.916964;92025000AG;92025000AG0299;4442;0
4753.521126760564;2.251975;48.924553;92025000AC;92025000AC0411;9130;0
6571.181840611892;2.236011;48.912683;92025000AZ;92025000AZ0066;1634;0
7262.286775882452;2.239709;48.910958;92025000AZ;92025000AZ0175;6265;0
3861.184395172607;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
5860.46511627907;2.255366;48.929762;920250000G;920250000G0224;0046;1
5837.6131083394475;2.244071;48.911285;92025000AR;92025000AR0141;0075;0
3453.7905582039057;2.260147;48.933013;920250000H;920250000H0298;0159;0
7295.373665480427;2.240467;48.9262;92025000BR;92025000BR0069;0178;0
3254.6170148349984;2.260147;48.933013;920250000H;920250000H0298;0159;0
3398.3193277310925;2.260147;48.933013;920250000H;920250000H0298;0159;0
4733.547106428463;2.238498;48.925608;92025000BX;92025000BX0193;4628;0
4275.5344418052255;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
3987.0802728226654;2.25553;48.922533;92025000AB;92025000AB0331;4462;0
4621.212121212121;2.255168;48.929401;920250000G;920250000G0227;9614;1
5057.1791613723;2.255008;48.923584;92025000AC;92025000AC0369;6870;0
4686.279756097561;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
5143.464566929134;2.254244;48.932511;920250000B;920250000B0249;0010;1
7392.4731182795695;2.253367;48.920885;92025000AD;92025000AD0130;4442;0
5208.964264082374;2.238498;48.925608;92025000BX;92025000BX0193;4628;0
4827.908425478898;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
5582.610491532424;2.255008;48.923584;92025000AC;92025000AC0369;6870;0
5498.9816700611;2.249768;48.914711;92025000AK;92025000AK0013;9620;0
3784.693019343986;2.266723;48.93122;920250000J;920250000J0183;8567;0
5037.335545810121;2.238936;48.90986;92025000BC;92025000BC0123;3670;0
6843.033509700176;2.267671;48.924443;920250000V;920250000V0183;9145;0
5501.222493887531;2.233542;48.91039;92025000CF;92025000CF0198;1564;0
6130.333698030634;2.249391;48.921706;92025000AN;92025000AN0761;3170;0
4890.3625;2.26862;48.929634;920250000O;920250000O0009;3162;1
5086.901229334464;2.237877;48.916895;92025000AX;92025000AX0094;3121;0
5337.195121951219;2.26862;48.929634;920250000O;920250000O0009;3162;1
4953.205741626794;2.254244;48.932511;920250000B;920250000B0249;0010;1
3329.491612242284;2.245992;48.921918;92025000BI;92025000BI0093;4115;0
4922.644163150492;2.232262;48.911353;92025000CF;92025000CF0225;1481;0
3006.7509087761814;2.271729;48.931355;920250000N;920250000N0439;6860;0
5404.012259682363;2.261605;48.92156;920250000Z;920250000Z0132;9653;0
6088.042460193568;2.266863;48.926011;920250000Q;920250000Q0052;3110;0
5254.273053386791;2.242915;48.925927;92025000BR;92025000BR0290;3200;0
6725.274725274725;2.261128;48.925888;920250000T;920250000T0277;0730;0
5984.535293216965;2.237342;48.913496;92025000AY;92025000AY0155;0025;0
6807.807335117267;2.257246;48.915329;92025000AJ;92025000AJ0121;9611;0
5903.693931398417;2.253753;48.927312;920250000F;920250000F0013;9614;0
5285.412262156448;2.237206;48.909276;92025000BC;92025000BC0061;7212;0
5900.2947584262465;2.260407;48.923087;920250000X;920250000X0181;4480;0
4304.16068866571;2.23672;48.922962;92025000BO;92025000BO0570;8136;0
5569.784946236559;2.252587;48.932724;920250000B;920250000B0252;4198;1
4251.299008030232;2.246255;48.926389;92025000BS;92025000BS0012;7165;0
4901.35425;2.26862;48.929634;920250000O;920250000O0009;3162;1
4862.5;2.25727;48.932916;920250000H;920250000H0475;3576;1
5052.0952380952385;2.26862;48.929634;920250000O;920250000O0009;3162;1
5715.046875;2.26862;48.929634;920250000O;920250000O0009;3162;1
5423.728813559323;2.253692;48.914612;92025000AJ;92025000AJ0203;4442;0
3557.8947368421054;2.269419;48.932415;920250000M;920250000M0887;7163;1
5725.276979893311;2.236954;48.91127;92025000AZ;92025000AZ0081;1634;0
4955.882352941177;2.25727;48.932916;920250000H;920250000H0475;3576;1
5975.0;2.252068;48.928295;920250000D;920250000D0086;0145;1
6474.978050921861;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;0
4895.832083333334;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
4731.86119873817;2.237069;48.918993;92025000BH;92025000BH0065;4443;0
5535.872453498672;2.252387;48.913981;92025000AK;92025000AK0181;4442;0
6517.830386574768;2.26215;48.924857;920250000U;920250000U0189;6235;0
5263.19582057287;2.266023;48.923024;920250000V;920250000V0011;9120;0
4279.219042524739;2.259659;48.924277;920250000T;920250000T0106;6215;0
5062.5;2.257076;48.93355;920250000H;920250000H0476;3576;1
5841.269841269841;2.25727;48.932916;920250000H;920250000H0475;3576;1
4988.0952380952385;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
5079.946702198535;2.257353;48.92307;92025000AB;92025000AB0325;0765;0
6220.238095238095;2.258444;48.914294;92025000AI;92025000AI0134;3545;0
4801.265822784811;2.25553;48.922533;92025000AB;92025000AB0331;0765;0
5810.526315789473;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
6432.448275862069;2.255168;48.929401;920250000G;920250000G0227;9614;1
5810.2345415778245;2.247164;48.923188;92025000BK;92025000BK0159;0065;0
5000.0;2.253692;48.914612;92025000AJ;92025000AJ0203;4442;0
5669.020805497233;2.258548;48.922831;92025000AB;92025000AB0151;4880;0
4178.480823757648;2.235399;48.909369;92025000CG;92025000CG0079;1564;0
