prix_m2;longitude;latitude;code_secteur_ville;id_parcelle;adresse_code_voie;construction_recente
4292.098677154094;2.238479;48.922782;92025000BM;92025000BM0292;7278;0
3225.8064516129034;2.259262;48.923271;92025000AB;92025000AB0296;4650;0
5417.95665634675;2.265671;48.923464;920250000X;920250000X0207;6125;0
6488.951245177131;2.253761;48.915336;92025000AJ;92025000AJ0327;4442;0
5725.174677112005;2.256458;48.922124;92025000AB;92025000AB0218;6158;0
5607.759927250681;2.233155;48.91434;92025000BE;92025000BE0149;4270;1
4936.923076923077;2.252068;48.928295;920250000D;920250000D0086;0145;1
5821.428571428572;2.257076;48.93355;920250000H;920250000H0476;3576;1
4396.0;2.252068;48.928295;920250000D;920250000D0086;0145;1
4714.640198511166;2.262261;48.920069;920250000Z;920250000Z0195;8881;0
6323.529411764706;2.265793;48.922631;920250000V;920250000V0007;9120;0
5028.352312340227;2.247969;48.914139;92025000AQ;92025000AQ0073;4660;0
5651.65625;2.255366;48.929762;920250000G;920250000G0224;9614;1
6454.325581395349;2.255366;48.929762;920250000G;920250000G0224;9614;1
4178.217821782178;2.257076;48.93355;920250000H;920250000H0476;3576;1
3305.857740585774;2.260147;48.933013;920250000H;920250000H0298;0159;0
5598.080645161291;2.257076;48.93355;920250000H;920250000H0476;3576;1
5052.777777777777;2.252068;48.928295;920250000D;920250000D0086;0145;1
4640.371229698376;2.253692;48.914612;92025000AJ;92025000AJ0203;4442;0
5291.428571428572;2.269336;48.928173;920250000Q;920250000Q0440;8532;0
5615.251299826689;2.232826;48.916421;92025000BG;92025000BG0287;4115;0
4766.160262138815;2.233117;48.921747;92025000BO;92025000BO0642;7278;0
3784.090909090909;2.269419;48.932415;920250000M;920250000M0887;4876;1
4394.458513332341;2.252469;48.917155;92025000AL;92025000AL0166;4442;0
5644.250927269795;2.233542;48.91039;92025000CF;92025000CF0198;1564;0
5461.550558263878;2.241038;48.912763;92025000AS;92025000AS0206;1646;0
3738.124741842214;2.246603;48.923661;92025000BK;92025000BK0158;0065;0
5355.6041211364345;2.241258;48.912784;92025000AS;92025000AS0208;7110;0
5482.130129314734;2.249055;48.924529;92025000BJ;92025000BJ0026;8825;0
4289.909638554217;2.271349;48.927369;920250000P;920250000P0208;3153;1
4374.900714285714;2.271349;48.927369;920250000P;920250000P0208;3153;1
5494.791666666667;2.254244;48.932511;920250000B;920250000B0249;0010;1
5600.194789383979;2.262261;48.920069;920250000Z;920250000Z0195;8881;0
5342.416636787379;2.257353;48.92307;92025000AB;92025000AB0325;0765;0
4983.215384615384;2.252587;48.932724;920250000B;920250000B0252;0010;1
4925.381538461538;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
4558.024691358025;2.252068;48.928295;920250000D;920250000D0086;0145;1
3920.4545454545455;2.231823;48.91578;92025000BF;92025000BF0056;4115;1
3956.2555555555555;2.224321;48.91606;92025000BZ;92025000BZ0222;1666;1
4462.068965517241;2.252068;48.928295;920250000D;920250000D0086;0145;1
5595.467741935484;2.257076;48.93355;920250000H;920250000H0476;3576;1
5251.0;2.255348;48.914638;92025000AJ;92025000AJ0185;3545;0
6785.714285714285;2.255366;48.929762;920250000G;920250000G0224;9614;1
4991.164179104478;2.255366;48.929762;920250000G;920250000G0224;9614;1
4230.038022813688;2.252972;48.927844;920250000D;920250000D0100;7220;0
6425.041186161449;2.255627;48.921497;92025000AE;92025000AE0042;6158;0
5186.721991701244;2.236954;48.91127;92025000AZ;92025000AZ0081;1634;0
6006.749156355455;2.251287;48.917072;92025000AL;92025000AL0188;9658;0
4286.79530836171;2.240484;48.918208;92025000AV;92025000AV0349;4115;0
4451.038575667656;2.265536;48.928985;920250000R;920250000R0378;2540;0
6485.829787234043;2.255366;48.929762;920250000G;920250000G0224;9614;1
5652.737285390346;2.230952;48.914257;92025000BE;92025000BE0369;5130;0
5125.0;2.255366;48.929762;920250000G;920250000G0224;9614;1
4193.724137931034;2.225002;48.916161;92025000BZ;92025000BZ0027;1530;1
4487.0;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5019.720329867336;2.233155;48.91434;92025000BE;92025000BE0149;4270;1
5283.693708340107;2.254992;48.921233;92025000AE;92025000AE0242;3195;0
5673.316708229426;2.266104;48.922006;920250000V;920250000V0235;4480;0
4639.057750759879;2.260985;48.923136;920250000X;920250000X0259;4480;0
5255.813953488372;2.259628;48.92539;920250000T;920250000T0307;6215;0
5337.367197875165;2.239;48.910376;92025000BC;92025000BC0170;3670;0
4830.917874396136;2.258879;48.921663;92025000AB;92025000AB0164;8881;0
5723.124516627997;2.257571;48.921342;92025000AE;92025000AE0106;6158;0
5085.08997429306;2.259659;48.924277;920250000T;920250000T0106;6215;0
4188.693939393939;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5083.9936102236425;2.254244;48.932511;920250000B;920250000B0249;0010;1
5761.047463175122;2.254244;48.932511;920250000B;920250000B0249;0010;1
4617.239300783604;2.25553;48.922533;92025000AB;92025000AB0331;0765;0
5990.478709336154;2.247832;48.925286;92025000BJ;92025000BJ0105;3113;0
3474.903474903475;2.252219;48.919081;92025000AM;92025000AM0048;4442;0
5705.000902690016;2.259346;48.919491;920250000Z;920250000Z0001;4830;0
6086.704000000001;2.232656;48.922969;92025000BX;92025000BX0218;1572;1
4862.065573770492;2.241498;48.924817;92025000BL;92025000BL0194;9970;1
5000.0;2.253861;48.927309;920250000F;920250000F0014;4138;1
2888.13382122321;2.271729;48.931355;920250000N;920250000N0439;6860;0
5811.949898442789;2.227295;48.914577;92025000CD;92025000CD0024;7230;0
5737.416666666667;2.252587;48.932724;920250000B;920250000B0252;0010;1
5095.465465465466;2.254244;48.932511;920250000B;920250000B0249;0010;1
5033.6461538461535;2.252587;48.932724;920250000B;920250000B0252;0010;1
5212.899185973701;2.262121;48.92368;920250000X;920250000X0212;0022;0
4172.821270310193;2.240379;48.923023;92025000BM;92025000BM0345;8135;0
5144.927536231884;2.260521;48.923527;920250000X;920250000X0180;0022;0
2822.201317027281;2.240929;48.927356;92025000BR;92025000BR0272;8152;0
4031.5682281059067;2.247832;48.925286;92025000BJ;92025000BJ0105;3113;0
4983.870967741936;2.257076;48.93355;920250000H;920250000H0476;3576;1
3143.983644859813;2.238479;48.922782;92025000BM;92025000BM0292;7278;0
5586.259721894886;2.235253;48.913471;92025000AY;92025000AY0190;1634;0
5612.682090831191;2.253027;48.924138;920250000E;920250000E0227;8825;0
5330.687830687831;2.253238;48.927224;920250000D;920250000D0072;5280;0
5560.814814814815;2.255366;48.929762;920250000G;920250000G0224;9614;1
4586.4304918551325;2.245438;48.926059;92025000BS;92025000BS0078;0132;0
4139.028920137968;2.271265;48.926556;920250000P;920250000P0166;0022;0
5496.987951807229;2.254636;48.914403;92025000AJ;92025000AJ0190;2539;0
4292.168674698795;2.246418;48.923215;92025000BK;92025000BK0147;0070;0
6578.9473684210525;2.237877;48.916895;92025000AX;92025000AX0094;6265;0
4469.641550841258;2.260521;48.923527;920250000X;920250000X0180;9653;0
5776.524055790628;2.25695;48.921854;92025000AB;92025000AB0342;6158;0
