valeur_fonciere;longitude;latitude;code_secteur_ville;id_parcelle;adresse_code_voie;lots_surface_logement;nombre_pieces_principales;construction_recente
180000.0;2.254667;48.918471;92025000AF;92025000AF0140;5196;29.02;2.0;0
256000.0;2.257571;48.921342;92025000AE;92025000AE0106;6158;33.27;2.0;0
221000.0;2.255008;48.923584;92025000AC;92025000AC0369;6870;34.13;2.0;0
215000.0;2.245373;48.914095;92025000AT;92025000AT0189;8830;35.03;2.0;0
225000.0;2.247164;48.923188;92025000BK;92025000BK0159;0065;38.8;2.0;0
270000.0;2.25871;48.917875;92025000AH;92025000AH0117;6251;41.46;2.0;0
430000.0;2.245438;48.926059;92025000BS;92025000BS0078;9970;81.09;4.0;0
294521.0;2.271487;48.929708;920250000O;920250000O0513;1512;60.0;3.0;1
234738.0;2.271487;48.929708;920250000O;920250000O0513;1512;45.0;2.0;1
317379.0;2.271487;48.929708;920250000O;920250000O0513;1512;64.0;3.0;1
452302.4;2.232656;48.922969;92025000BX;92025000BX0218;1572;96.0;5.0;1
232500.0;2.246603;48.923661;92025000BK;92025000BK0158;0065;51.28;3.0;0
338000.0;2.25373;48.932497;920250000B;920250000B0250;0010;67.0;3.0;1
330000.0;2.257353;48.92307;92025000AB;92025000AB0325;0765;59.24;3.0;0
157000.0;2.267775;48.924455;920250000V;920250000V0184;9145;23.56;1.0;0
199000.0;2.260147;48.933013;920250000H;920250000H0298;0159;54.08;3.0;0
520000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;86.0;4.0;1
298000.0;2.238498;48.925608;92025000BX;92025000BX0193;4628;59.1;3.0;0
245000.0;2.25373;48.932497;920250000B;920250000B0250;0010;43.0;2.0;1
348800.0;2.252068;48.928295;920250000D;920250000D0086;0145;98.0;4.0;1
288220.0;2.252587;48.932724;920250000B;920250000B0252;0010;62.0;3.0;1
111112.0;2.267104;48.919696;920250000Y;920250000Y0114;1695;18.59;1.0;0
331500.0;2.25553;48.922533;92025000AB;92025000AB0331;0765;65.06;3.0;0
214000.0;2.240103;48.913166;92025000AZ;92025000AZ0268;3170;30.58;2.0;0
394000.0;2.25373;48.932497;920250000B;920250000B0250;0010;66.0;3.0;1
357000.0;2.264779;48.932588;920250000K;920250000K0307;4745;83.0;4.0;1
242663.0;2.254603;48.928704;920250000G;920250000G0004;9614;42.0;2.0;0
324413.0;2.254414;48.932964;920250000A;920250000A0118;0010;60.0;3.0;1
386701.3;2.241498;48.924817;92025000BL;92025000BL0194;9970;81.0;4.0;1
341000.0;2.271487;48.929708;920250000O;920250000O0513;1512;64.0;3.0;1
241000.0;2.254244;48.932511;920250000B;920250000B0249;0010;39.0;1.0;1
162000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;49.0;3.0;0
229400.0;2.252068;48.928295;920250000D;920250000D0086;0145;31.0;1.0;1
320000.0;2.258665;48.923561;92025000AB;92025000AB0347;9140;43.84;2.0;0
277000.0;2.238539;48.9097;92025000BC;92025000BC0194;7212;54.09;3.0;0
187550.0;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;32.12;2.0;0
175000.0;2.260147;48.933013;920250000H;920250000H0298;0159;66.08;4.0;0
327000.0;2.233155;48.91434;92025000BE;92025000BE0149;4270;64.13;3.0;1
374844.0;2.240846;48.92378;92025000BL;92025000BL0012;3126;76.6;4.0;1
472038.0;2.264779;48.932588;920250000K;920250000K0307;4745;104.0;5.0;1
250000.0;2.226255;48.917958;92025000BQ;92025000BQ0293;1666;57.08;3.0;0
190000.0;2.243522;48.916775;92025000AT;92025000AT0035;0780;35.24;2.0;0
332325.0;2.271349;48.927369;920250000P;920250000P0208;8567;75.0;3.0;1
143000.0;2.26113;48.92596;920250000T;920250000T0276;0730;23.52;1.0;0
305000.0;2.248608;48.916826;92025000AP;92025000AP0018;9620;42.0;2.0;1
200000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;42.16;1.0;0
413516.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;79.0;4.0;1
265000.0;2.245438;48.926059;92025000BS;92025000BS0078;0132;48.09;2.0;0
333000.2;2.232656;48.922969;92025000BX;92025000BX0218;1572;69.0;3.0;1
150000.0;2.23672;48.922962;92025000BO;92025000BO0570;8136;31.66;1.0;0
298000.0;2.256212;48.916009;92025000AJ;92025000AJ0094;3645;47.4;2.0;0
444000.0;2.257204;48.924137;920250000E;920250000E0197;8825;70.11;4.0;0
186200.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;47.83;2.0;0
218000.0;2.258727;48.93356;920250000H;920250000H0230;0130;57.24;3.0;0
372000.0;2.25373;48.932497;920250000B;920250000B0250;0010;71.0;3.0;1
359442.0;2.252587;48.932724;920250000B;920250000B0252;0010;61.0;3.0;1
382000.0;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;63.11;3.0;0
342347.0;2.240846;48.92378;92025000BL;92025000BL0012;3126;80.1;4.0;1
419165.0;2.241498;48.924817;92025000BL;92025000BL0194;9970;99.0;5.0;1
206000.0;2.25219;48.918311;92025000AM;92025000AM0056;4442;31.59;2.0;0
197500.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;49.33;3.0;0
299350.0;2.238539;48.9097;92025000BC;92025000BC0194;3670;59.86;3.0;0
292500.0;2.25553;48.922533;92025000AB;92025000AB0331;0765;63.06;3.0;0
370806.0;2.257076;48.93355;920250000H;920250000H0476;3576;64.0;3.0;1
409000.0;2.25373;48.932497;920250000B;920250000B0250;0010;87.0;4.0;1
248000.0;2.246089;48.912433;92025000AR;92025000AR0098;6278;36.2;2.0;0
333000.0;2.255366;48.929762;920250000G;920250000G0224;0046;61.0;3.0;1
372767.0;2.254244;48.932511;920250000B;920250000B0249;0010;78.1;4.0;1
167400.0;2.260147;48.933013;920250000H;920250000H0298;0159;52.92;3.0;0
535500.0;2.26215;48.924857;920250000U;920250000U0189;6235;87.47;4.0;0
282320.0;2.255355;48.92065;92025000AE;92025000AE0215;1491;52.12;3.0;0
320000.0;2.25373;48.932497;920250000B;920250000B0250;0010;61.0;3.0;1
365000.0;2.253666;48.926823;920250000F;920250000F0007;9614;70.0;4.0;0
353275.0;2.240846;48.92378;92025000BL;92025000BL0012;3126;85.0;4.0;1
362382.0;2.240846;48.92378;92025000BL;92025000BL0012;3126;79.9;3.0;1
343313.75;2.271349;48.927369;920250000P;920250000P0208;8567;71.0;3.0;1
270000.0;2.252545;48.926706;920250000D;920250000D0079;9614;52.26;3.0;0
401000.0;2.235391;48.911017;92025000BD;92025000BD0209;3170;80.5;3.0;0
375000.0;2.253161;48.927622;920250000D;920250000D0046;0145;80.11;5.0;0
332000.0;2.254244;48.932511;920250000B;920250000B0249;0010;64.2;4.0;1
405000.0;2.25553;48.922533;92025000AB;92025000AB0331;0765;80.03;4.0;0
430000.0;2.238936;48.90986;92025000BC;92025000BC0123;3670;72.63;3.0;0
288000.0;2.25373;48.932497;920250000B;920250000B0250;0010;43.0;2.0;1
345630.0;2.257736;48.916146;92025000AG;92025000AG0268;7235;52.53;2.0;0
150000.0;2.237657;48.918952;92025000BH;92025000BH0059;4443;30.41;2.0;0
435740.0;2.235033;48.91047;92025000BC;92025000BC0001;1634;65.82;3.0;0
209600.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;42.22;3.0;0
341000.0;2.227295;48.914577;92025000CD;92025000CD0024;7230;67.01;3.0;0
220240.0;2.246656;48.920579;92025000AN;92025000AN0483;3170;63.05;3.0;0
287500.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;40.0;2.0;1
433000.0;2.227295;48.914577;92025000CD;92025000CD0024;7230;85.45;4.0;0
444000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;82.0;4.0;1
495000.0;2.258424;48.917583;92025000AH;92025000AH0115;7235;74.18;4.0;0
99750.0;2.247818;48.924722;92025000BJ;92025000BJ0082;3113;15.45;1.0;0
430110.0;2.249391;48.921706;92025000AN;92025000AN0761;3170;69.35;3.0;0
139000.0;2.238333;48.910359;92025000BC;92025000BC0097;3670;19.33;1.0;0
246000.0;2.255366;48.929762;920250000G;920250000G0224;0046;35.0;2.0;1
350000.0;2.261488;48.914527;92025000AI;92025000AI0120;3545;63.41;3.0;0
145004.0;2.240103;48.913166;92025000AZ;92025000AZ0268;3170;22.68;1.0;0
295000.0;2.257353;48.92307;92025000AB;92025000AB0325;0765;60.0;3.0;0
319000.0;2.255366;48.929762;920250000G;920250000G0224;0046;64.0;3.0;1
315000.0;2.237206;48.909276;92025000BC;92025000BC0061;7212;61.82;4.0;0
301000.0;2.260664;48.923117;920250000X;920250000X0175;4480;50.95;2.0;0
253000.0;2.253729;48.924083;920250000E;920250000E0042;8825;51.0;3.0;0
255000.0;2.24793;48.92308;92025000BJ;92025000BJ0098;0065;67.0;3.0;0
150000.0;2.257722;48.922098;92025000AB;92025000AB0322;6158;29.05;1.0;0
210000.0;2.254921;48.923468;92025000AC;92025000AC0379;6870;44.66;3.0;0
338000.0;2.25727;48.932916;920250000H;920250000H0475;3576;68.0;3.0;1
131000.0;2.241305;48.911126;92025000AZ;92025000AZ0292;1646;36.02;2.0;0
342000.0;2.25727;48.932916;920250000H;920250000H0475;3576;73.0;3.0;1
265049.62;2.241498;48.924817;92025000BL;92025000BL0194;9970;42.0;2.0;1
160000.0;2.255553;48.923668;92025000AB;92025000AB0059;8825;20.75;1.0;0
260000.0;2.247156;48.921722;92025000AN;92025000AN0486;4115;63.0;3.0;0
172317.0;2.271487;48.929708;920250000O;920250000O0513;1512;31.0;2.0;1
328000.0;2.239495;48.910009;92025000BC;92025000BC0127;7212;60.71;3.0;0
210000.0;2.25373;48.932497;920250000B;920250000B0250;0010;30.0;1.0;1
235000.0;2.25727;48.932916;920250000H;920250000H0475;3576;42.0;2.0;1
145000.0;2.270968;48.927711;920250000P;920250000P0127;8567;30.94;1.0;0
185000.0;2.242488;48.911541;92025000AR;92025000AR0057;9680;26.3;1.0;0
272500.0;2.253583;48.92694;920250000F;920250000F0008;9614;39.29;2.0;0
495000.0;2.25373;48.932497;920250000B;920250000B0250;0010;83.0;4.0;1
142000.0;2.236954;48.91127;92025000AZ;92025000AZ0081;1634;32.34;2.0;0
353000.0;2.247156;48.921722;92025000AN;92025000AN0486;4115;79.98;4.0;0
335000.0;2.260597;48.919777;920250000Z;920250000Z0303;1491;56.25;3.0;0
246167.0;2.254244;48.932511;920250000B;920250000B0249;0010;47.8;2.0;1
218000.0;2.25373;48.932497;920250000B;920250000B0250;0010;34.0;1.0;1
291000.0;2.252068;48.928295;920250000D;920250000D0086;0145;50.0;2.0;1
381000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;62.0;3.0;1
155000.0;2.261195;48.91762;92025000AH;92025000AH0245;6251;54.44;3.0;0
226000.0;2.269937;48.932881;920250000M;920250000M0583;4876;70.71;3.0;0
345000.0;2.255355;48.92065;92025000AE;92025000AE0215;1491;52.15;3.0;0
400021.0;2.271487;48.929708;920250000O;920250000O0513;1512;84.0;4.0;1
556000.0;2.253761;48.915336;92025000AJ;92025000AJ0327;4442;85.37;4.0;0
265948.0;2.252587;48.932724;920250000B;920250000B0252;0010;45.0;2.0;1
320789.0;2.252587;48.932724;920250000B;920250000B0252;0010;65.0;3.0;1
371100.0;2.253583;48.92694;920250000F;920250000F0008;9614;62.33;3.0;0
335842.0;2.254244;48.932511;920250000B;920250000B0249;0010;64.2;3.0;1
460000.0;2.25373;48.932497;920250000B;920250000B0250;0010;80.0;4.0;1
272000.0;2.252504;48.927653;920250000D;920250000D0129;0145;62.0;2.0;0
376283.0;2.254244;48.932511;920250000B;920250000B0249;0010;82.2;4.0;1
308588.0;2.254244;48.932511;920250000B;920250000B0249;0010;62.6;3.0;1
335000.0;2.252587;48.932724;920250000B;920250000B0252;0010;68.0;3.0;1
347160.44;2.241498;48.924817;92025000BL;92025000BL0194;9970;81.0;4.0;1
378042.0;2.254414;48.932964;920250000A;920250000A0118;0010;82.0;4.0;1
125000.0;2.257736;48.916146;92025000AG;92025000AG0268;7235;26.94;2.0;0
274500.0;2.235679;48.913889;92025000AY;92025000AY0020;7215;54.9;3.0;0
70000.0;2.252803;48.926344;920250000D;920250000D0013;9614;20.34;1.0;0
272000.0;2.25727;48.932916;920250000H;920250000H0475;3576;46.0;2.0;1
186000.0;2.237959;48.910685;92025000AZ;92025000AZ0119;0125;37.0;2.0;0
293000.0;2.239709;48.910958;92025000AZ;92025000AZ0175;6265;70.0;3.0;0
243000.0;2.253413;48.92761;920250000D;920250000D0135;0145;45.84;2.0;0
255000.0;2.254746;48.928869;920250000G;920250000G0140;9614;57.0;2.0;0
153000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;37.41;2.0;0
329000.0;2.255366;48.929762;920250000G;920250000G0224;0046;69.0;3.0;1
497000.0;2.255008;48.923584;92025000AC;92025000AC0369;6870;75.42;5.0;0
455213.0;2.25727;48.932916;920250000H;920250000H0475;3576;90.0;5.0;1
248000.0;2.25727;48.932916;920250000H;920250000H0475;3576;41.0;2.0;1
223000.0;2.249767;48.923785;92025000BJ;92025000BJ0017;8825;41.11;2.0;0
145000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;47.0;2.0;0
205000.0;2.261488;48.914527;92025000AI;92025000AI0120;3545;38.56;2.0;0
470753.66;2.241498;48.924817;92025000BL;92025000BL0194;9970;86.0;4.0;1
210000.0;2.239331;48.913358;92025000AY;92025000AY0118;0025;35.19;2.0;0
187000.0;2.260276;48.923336;920250000X;920250000X0183;9653;46.0;2.0;0
284000.0;2.25727;48.932916;920250000H;920250000H0475;3576;60.0;3.0;1
373400.0;2.252068;48.928295;920250000D;920250000D0086;0145;84.0;4.0;1
375000.0;2.25727;48.932916;920250000H;920250000H0475;3576;64.0;3.0;1
267000.0;2.264843;48.923143;920250000X;920250000X0217;6125;58.0;2.0;0
547000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;96.0;4.0;1
256000.0;2.259246;48.921348;920250000Z;920250000Z0062;6158;48.25;3.0;0
315000.0;2.238498;48.925608;92025000BX;92025000BX0193;4628;66.64;3.0;0
65000.0;2.259126;48.930963;920250000I;920250000I0231;3576;14.7;1.0;0
414000.0;2.252219;48.919081;92025000AM;92025000AM0048;4442;70.03;4.0;0
271900.0;2.266021;48.922241;920250000V;920250000V0305;4480;52.23;2.0;0
205000.0;2.24232;48.922585;92025000BK;92025000BK0237;8825;39.66;2.0;0
181220.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;42.16;3.0;0
440000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;83.0;3.0;1
229251.0;2.227295;48.914577;92025000CD;92025000CD0024;7230;44.57;1.0;0
351801.0;2.241498;48.924817;92025000BL;92025000BL0194;9970;80.0;4.0;1
397770.0;2.264379;48.923386;920250000X;920250000X0213;3650;68.78;4.0;0
233500.0;2.254453;48.91433;92025000AJ;92025000AJ0192;2539;35.91;2.0;0
205000.0;2.267095;48.92714;920250000Q;920250000Q0043;3110;38.0;2.0;0
208000.0;2.260147;48.933013;920250000H;920250000H0298;0159;53.85;3.0;0
320000.0;2.255366;48.929762;920250000G;920250000G0224;0046;66.0;3.0;1
262500.0;2.263137;48.921523;920250000Y;920250000Y0273;9653;62.29;3.0;0
205000.0;2.271327;48.932649;920250000M;920250000M0584;4876;68.21;3.0;0
190000.0;2.271729;48.931355;920250000N;920250000N0439;6860;67.0;3.0;0
190000.0;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;42.22;2.0;0
350000.0;2.230952;48.914257;92025000BE;92025000BE0369;5130;60.61;3.0;0
323533.0;2.254244;48.932511;920250000B;920250000B0249;0010;63.5;4.0;1
212550.0;2.241498;48.924817;92025000BL;92025000BL0194;9970;43.0;2.0;1
339000.0;2.25373;48.932497;920250000B;920250000B0250;0010;67.0;3.0;1
281333.0;2.252587;48.932724;920250000B;920250000B0252;0010;47.0;2.0;1
488794.0;2.252587;48.932724;920250000B;920250000B0252;0010;98.0;4.0;1
348000.0;2.246444;48.924085;92025000BK;92025000BK0156;8825;81.63;4.0;0
212000.0;2.260147;48.933013;920250000H;920250000H0298;0159;53.66;3.0;0
120000.0;2.259126;48.930963;920250000I;920250000I0231;3576;35.68;2.0;0
393000.0;2.25727;48.932916;920250000H;920250000H0475;3576;81.0;4.0;1
347000.0;2.25727;48.932916;920250000H;920250000H0475;3576;80.0;4.0;1
210000.0;2.256931;48.922358;92025000AB;92025000AB0109;6158;40.16;2.0;0
170250.0;2.267775;48.924455;920250000V;920250000V0184;9145;26.19;1.0;0
185000.0;2.26697;48.927912;920250000R;920250000R0165;1512;30.28;2.0;0
240000.0;2.240379;48.923023;92025000BM;92025000BM0345;8135;56.0;3.0;0
265000.0;2.255008;48.923584;92025000AC;92025000AC0369;6870;50.0;3.0;0
457220.0;2.260521;48.923527;920250000X;920250000X0180;9653;81.93;3.0;0
335000.0;2.252587;48.932724;920250000B;920250000B0252;0010;60.0;3.0;1
226900.0;2.238479;48.922782;92025000BM;92025000BM0292;7278;56.24;3.0;0
463000.0;2.25727;48.932916;920250000H;920250000H0475;3576;86.0;4.0;1
448000.0;2.25373;48.932497;920250000B;920250000B0250;0010;86.0;4.0;1
384000.0;2.25727;48.932916;920250000H;920250000H0475;3576;80.0;4.0;1
238620.0;2.25727;48.932916;920250000H;920250000H0475;3576;41.0;2.0;1
327050.0;2.254244;48.932511;920250000B;920250000B0249;0010;64.3;3.0;1
320144.0;2.256021;48.923966;920250000E;920250000E0110;8825;58.5;3.0;0
426800.0;2.259246;48.921348;920250000Z;920250000Z0062;6158;64.81;3.0;0
90000.0;2.253815;48.917314;92025000AG;92025000AG0051;4780;15.32;1.0;0
302000.0;2.266743;48.926091;920250000Q;920250000Q0200;4120;48.96;2.0;0
150000.0;2.270968;48.927711;920250000P;920250000P0127;8567;28.12;1.0;0
320200.0;2.253367;48.920885;92025000AD;92025000AD0130;4442;64.66;3.0;0
310000.0;2.25553;48.922533;92025000AB;92025000AB0331;0765;60.78;3.0;0
413700.0;2.246444;48.924085;92025000BK;92025000BK0156;8825;81.26;4.0;0
210000.0;2.24793;48.92308;92025000BJ;92025000BJ0098;0065;40.01;1.0;0
200000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;47.09;3.0;0
313000.0;2.238498;48.925608;92025000BX;92025000BX0193;4628;77.56;4.0;0
180000.0;2.260147;48.933013;920250000H;920250000H0298;0159;54.86;3.0;0
265000.0;2.252961;48.92674;920250000D;920250000D0078;9614;50.03;2.0;0
443000.0;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;66.58;3.0;0
314880.0;2.252587;48.932724;920250000B;920250000B0252;0010;47.0;2.0;1
155000.0;2.253161;48.927622;920250000D;920250000D0046;0145;24.86;1.0;0
290000.0;2.232262;48.911353;92025000CF;92025000CF0225;1481;59.98;3.0;0
305000.0;2.249767;48.923785;92025000BJ;92025000BJ0017;8825;53.83;3.0;0
175000.0;2.260224;48.920018;920250000Z;920250000Z0308;6158;25.64;2.0;0
365000.0;2.255712;48.925636;920250000E;920250000E0072;3685;83.41;4.0;0
241000.0;2.25727;48.932916;920250000H;920250000H0475;3576;41.0;2.0;1
181900.0;2.253367;48.920885;92025000AD;92025000AD0130;4442;22.52;1.0;0
248000.0;2.260521;48.923527;920250000X;920250000X0180;9653;67.95;3.0;0
200455.0;2.252379;48.916973;92025000AL;92025000AL0172;4442;44.09;2.0;0
300000.0;2.241038;48.912763;92025000AS;92025000AS0206;1646;58.19;3.0;0
312700.0;2.255008;48.923584;92025000AC;92025000AC0369;6870;51.03;3.0;0
347000.0;2.25727;48.932916;920250000H;920250000H0475;3576;62.0;3.0;1
350000.0;2.258118;48.928481;920250000G;920250000G0088;4138;57.92;3.0;0
483811.0;2.240827;48.920005;92025000BH;92025000BH0186;0666;85.53;4.0;0
205000.0;2.242625;48.923121;92025000BK;92025000BK0025;8825;36.05;1.0;0
328220.0;2.257842;48.914474;92025000AI;92025000AI0139;9611;53.52;3.0;0
245000.0;2.23866;48.910519;92025000BC;92025000BC0167;0126;39.33;3.0;0
151000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;36.0;2.0;0
296000.0;2.25373;48.932497;920250000B;920250000B0250;0010;44.0;2.0;1
241800.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;31.0;1.0;1
247000.0;2.231823;48.91578;92025000BF;92025000BF0056;4115;43.0;2.0;1
328000.0;2.25727;48.932916;920250000H;920250000H0475;3576;65.0;3.0;1
210000.0;2.262261;48.920069;920250000Z;920250000Z0195;8881;41.24;2.0;0
333000.0;2.255168;48.929401;920250000G;920250000G0227;9614;65.0;3.0;1
270150.0;2.24875;48.923265;92025000BJ;92025000BJ0056;3113;59.28;3.0;0
207000.0;2.263481;48.929487;920250000I;920250000I0188;6127;44.77;2.0;0
246200.0;2.265536;48.928985;920250000R;920250000R0378;0650;61.05;3.0;0
380650.0;2.259685;48.924004;920250000T;920250000T0108;6215;63.54;4.0;0
160000.0;2.245401;48.930061;92025000BT;92025000BT0026;7165;37.28;2.0;0
269500.0;2.271265;48.926556;920250000P;920250000P0166;0022;57.18;3.0;0
379900.0;2.257076;48.93355;920250000H;920250000H0476;3576;62.0;3.0;1
451000.0;2.25727;48.932916;920250000H;920250000H0475;3576;84.0;4.0;1
313000.0;2.25727;48.932916;920250000H;920250000H0475;3576;66.0;3.0;1
322000.0;2.252545;48.926706;920250000D;920250000D0079;9614;73.02;5.0;0
240000.0;2.257505;48.914742;92025000AJ;92025000AJ0139;3545;44.3;2.0;0
219000.0;2.246603;48.923661;92025000BK;92025000BK0158;0065;47.52;3.0;0
415000.0;2.258378;48.926412;920250000F;920250000F0153;8840;74.95;4.0;0
308500.0;2.239573;48.912638;92025000AZ;92025000AZ0189;6265;48.69;3.0;0
151000.0;2.246255;48.926389;92025000BS;92025000BS0012;7165;34.0;2.0;0
367450.3;2.232656;48.922969;92025000BX;92025000BX0218;1572;80.0;3.0;1
435000.0;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;67.0;3.0;0
324000.0;2.257076;48.93355;920250000H;920250000H0476;3576;71.0;3.0;1
308000.0;2.255168;48.929401;920250000G;920250000G0227;9614;63.0;3.0;1
350000.0;2.227959;48.916036;92025000BF;92025000BF0370;1564;66.91;3.0;0
267000.0;2.25373;48.932497;920250000B;920250000B0250;0010;42.0;2.0;1
275000.0;2.255553;48.923668;92025000AB;92025000AB0059;8825;70.04;5.0;0
420000.0;2.237677;48.913708;92025000AY;92025000AY0213;1580;73.29;4.0;0
305000.0;2.232262;48.911353;92025000CF;92025000CF0225;1481;65.28;3.0;0
385000.0;2.245438;48.926059;92025000BS;92025000BS0078;9970;66.76;3.0;0
201000.0;2.257505;48.914742;92025000AJ;92025000AJ0139;3545;30.6;2.0;0
235000.0;2.255184;48.914501;92025000AJ;92025000AJ0183;2539;29.94;2.0;0
190000.0;2.249246;48.924507;92025000BJ;92025000BJ0025;8825;37.01;2.0;0
425000.0;2.244163;48.925903;92025000BR;92025000BR0128;0132;81.98;4.0;0
242726.0;2.226255;48.917958;92025000BQ;92025000BQ0293;1666;56.27;3.0;0
468000.0;2.255168;48.929401;920250000G;920250000G0227;9614;90.0;4.0;1
335000.0;2.255168;48.929401;920250000G;920250000G0227;9614;66.0;3.0;1
250000.0;2.252545;48.926706;920250000D;920250000D0079;9614;59.69;3.0;0
240000.0;2.265712;48.93205;920250000K;920250000K0289;8567;45.19;2.0;0
229000.0;2.245992;48.921918;92025000BI;92025000BI0093;4115;62.02;3.0;0
405000.0;2.237342;48.913496;92025000AY;92025000AY0155;0025;64.47;3.0;0
226000.0;2.253028;48.918708;92025000AF;92025000AF0242;4442;47.95;3.0;0
456000.0;2.255639;48.916584;92025000AG;92025000AG0324;2539;65.94;3.0;0
215000.0;2.237267;48.910647;92025000AZ;92025000AZ0250;1634;34.06;2.0;0
209300.0;2.271327;48.932649;920250000M;920250000M0584;4876;65.21;3.0;0
274000.0;2.25553;48.922533;92025000AB;92025000AB0331;6158;64.0;3.0;0
330000.0;2.2486;48.915932;92025000AP;92025000AP0418;9620;55.45;2.0;0
180000.0;2.236092;48.911768;92025000BD;92025000BD0228;1634;34.05;2.0;0
243000.0;2.253965;48.914015;92025000AJ;92025000AJ0294;4442;38.0;2.0;0
390000.0;2.232628;48.915403;92025000BE;92025000BE0041;4115;60.18;3.0;0
105000.0;2.239514;48.913406;92025000AY;92025000AY0210;0025;25.53;2.0;0
385000.0;2.255366;48.929762;920250000G;920250000G0224;0046;81.0;4.0;1
157548.0;2.253261;48.916964;92025000AG;92025000AG0299;4442;23.9;6.0;0
366800.0;2.252068;48.928295;920250000D;920250000D0086;0145;81.0;4.0;1
505000.0;2.25373;48.932497;920250000B;920250000B0250;0010;101.0;3.0;1
320000.0;2.25373;48.932497;920250000B;920250000B0250;0010;63.0;3.0;1
538300.0;2.255639;48.916584;92025000AG;92025000AG0324;2539;70.24;3.0;0
522500.0;2.258665;48.923561;92025000AB;92025000AB0347;9140;76.0;3.0;0
320000.0;2.264379;48.923386;920250000X;920250000X0213;3650;70.82;4.0;0
215000.0;2.25325;48.917611;92025000AG;92025000AG0295;4442;31.78;1.0;0
275000.0;2.252803;48.926344;920250000D;920250000D0013;9614;52.2;2.0;0
365733.0;2.254244;48.932511;920250000B;920250000B0249;0010;82.2;4.0;1
456000.0;2.258665;48.923561;92025000AB;92025000AB0347;9140;68.73;3.0;0
272585.62;2.241498;48.924817;92025000BL;92025000BL0194;9970;60.0;3.0;1
511000.0;2.271349;48.927369;920250000P;920250000P0208;8567;86.0;4.0;1
205000.0;2.235166;48.922476;92025000BO;92025000BO0443;7278;48.42;2.0;0
450000.0;2.255168;48.929401;920250000G;920250000G0227;9614;90.0;4.0;1
525742.0;2.26862;48.929634;920250000O;920250000O0009;3162;102.0;4.0;1
391229.0;2.254244;48.932511;920250000B;920250000B0249;0010;83.6;4.0;1
253200.0;2.26862;48.929634;920250000O;920250000O0009;3162;45.0;2.0;1
290000.0;2.26862;48.929634;920250000O;920250000O0009;3162;45.0;2.0;1
358000.0;2.26862;48.929634;920250000O;920250000O0009;3162;67.0;3.0;1
226825.0;2.26862;48.929634;920250000O;920250000O0009;3162;49.0;2.0;1
365733.0;2.26862;48.929634;920250000O;920250000O0009;3162;68.0;3.0;1
375449.88;2.232656;48.922969;92025000BX;92025000BX0218;1572;91.0;5.0;1
150000.0;2.267775;48.924455;920250000V;920250000V0184;9145;23.7;1.0;0
120000.0;2.253366;48.927493;920250000D;920250000D0048;0050;24.79;1.0;0
274000.0;2.235928;48.910174;92025000BC;92025000BC0203;1564;48.0;2.0;0
228583.0;2.26862;48.929634;920250000O;920250000O0009;3162;42.0;2.0;1
348304.0;2.26862;48.929634;920250000O;920250000O0009;3162;69.0;3.0;1
329841.66;2.26862;48.929634;920250000O;920250000O0009;3162;64.0;3.0;1
438704.0;2.26862;48.929634;920250000O;920250000O0009;3162;88.0;4.0;1
498350.0;2.26862;48.929634;920250000O;920250000O0009;3162;94.0;4.0;1
195127.0;2.267088;48.933211;920250000L;920250000L0310;4876;63.06;3.0;0
217000.0;2.255168;48.929401;920250000G;920250000G0227;9614;30.0;1.0;1
338000.0;2.255168;48.929401;920250000G;920250000G0227;9614;67.0;3.0;1
230000.0;2.233542;48.91039;92025000CF;92025000CF0198;0135;45.36;2.0;0
280455.0;2.26862;48.929634;920250000O;920250000O0009;3162;68.0;3.0;1
233858.0;2.26862;48.929634;920250000O;920250000O0009;3162;42.0;2.0;1
313700.0;2.246533;48.921336;92025000AN;92025000AN0484;4115;62.23;3.0;0
254000.0;2.25373;48.932497;920250000B;920250000B0250;0010;44.0;2.0;1
175000.0;2.255645;48.915531;92025000AJ;92025000AJ0080;2539;30.03;2.0;0
