valeur_fonciere;longitude;latitude;code_secteur_ville;id_parcelle;adresse_code_voie;lots_surface_logement;nombre_pieces_principales;construction_recente
235000.0;2.25727;48.932916;7;89;7;42.0;2.0;1
145000.0;2.270968;48.927711;15;125;15;30.94;1.0;0
185000.0;2.242488;48.911541;41;455;41;26.3;1.0;0
272500.0;2.253583;48.92694;5;60;5;39.29;2.0;0
495000.0;2.25373;48.932497;1;4;1;83.0;4.0;1
142000.0;2.236954;48.91127;48;516;48;32.34;2.0;0
353000.0;2.247156;48.921722;37;437;37;79.98;4.0;0
335000.0;2.260597;48.919777;24;250;24;56.25;3.0;0
246167.0;2.254244;48.932511;1;3;1;47.8;2.0;1
218000.0;2.25373;48.932497;1;4;1;34.0;1.0;1
291000.0;2.252068;48.928295;3;22;3;50.0;2.0;1
381000.0;2.231823;48.91578;52;582;52;62.0;3.0;1
155000.0;2.261195;48.91762;31;354;31;54.44;3.0;0
226000.0;2.269937;48.932881;12;111;12;70.71;3.0;0
345000.0;2.255355;48.92065;28;309;28;52.15;3.0;0
400021.0;2.271487;48.929708;14;120;14;84.0;4.0;1
556000.0;2.253761;48.915336;33;406;33;85.37;4.0;0
265948.0;2.252587;48.932724;1;5;1;45.0;2.0;1
320789.0;2.252587;48.932724;1;5;1;65.0;3.0;1
371100.0;2.253583;48.92694;5;60;5;62.33;3.0;0
335842.0;2.254244;48.932511;1;3;1;64.2;3.0;1
460000.0;2.25373;48.932497;1;4;1;80.0;4.0;1
272000.0;2.252504;48.927653;3;25;3;62.0;2.0;0
376283.0;2.254244;48.932511;1;3;1;82.2;4.0;1
308588.0;2.254244;48.932511;1;3;1;62.6;3.0;1
335000.0;2.252587;48.932724;1;5;1;68.0;3.0;1
347160.44;2.241498;48.924817;58;644;58;81.0;4.0;1
378042.0;2.254414;48.932964;0;1;0;82.0;4.0;1
125000.0;2.257736;48.916146;30;342;30;26.94;2.0;0
274500.0;2.235679;48.913889;47;500;47;54.9;3.0;0
70000.0;2.252803;48.926344;3;10;3;20.34;1.0;0
272000.0;2.25727;48.932916;7;89;7;46.0;2.0;1
186000.0;2.237959;48.910685;48;518;48;37.0;2.0;0
293000.0;2.239709;48.910958;48;520;48;70.0;3.0;0
243000.0;2.253413;48.92761;3;26;3;45.84;2.0;0
255000.0;2.254746;48.928869;6;80;6;57.0;2.0;0
153000.0;2.246255;48.926389;65;676;65;37.41;2.0;0
329000.0;2.255366;48.929762;6;82;6;69.0;3.0;1
497000.0;2.255008;48.923584;26;284;26;75.42;5.0;0
455213.0;2.25727;48.932916;7;89;7;90.0;5.0;1
248000.0;2.25727;48.932916;7;89;7;41.0;2.0;1
223000.0;2.249767;48.923785;56;610;56;41.11;2.0;0
145000.0;2.246255;48.926389;65;676;65;47.0;2.0;0
205000.0;2.261488;48.914527;32;364;32;38.56;2.0;0
470753.66;2.241498;48.924817;58;644;58;86.0;4.0;1
210000.0;2.239331;48.913358;47;503;47;35.19;2.0;0
187000.0;2.260276;48.923336;22;211;22;46.0;2.0;0
284000.0;2.25727;48.932916;7;89;7;60.0;3.0;1
373400.0;2.252068;48.928295;3;22;3;84.0;4.0;1
375000.0;2.25727;48.932916;7;89;7;64.0;3.0;1
267000.0;2.264843;48.923143;22;217;22;58.0;2.0;0
547000.0;2.231823;48.91578;52;582;52;96.0;4.0;1
256000.0;2.259246;48.921348;24;237;24;48.25;3.0;0
315000.0;2.238498;48.925608;67;681;67;66.64;3.0;0
65000.0;2.259126;48.930963;8;96;8;14.7;1.0;0
414000.0;2.252219;48.919081;36;427;36;70.03;4.0;0
271900.0;2.266021;48.922241;21;198;21;52.23;2.0;0
205000.0;2.24232;48.922585;57;639;57;39.66;2.0;0
181220.0;2.246255;48.926389;65;676;65;42.16;3.0;0
440000.0;2.231823;48.91578;52;582;52;83.0;3.0;1
229251.0;2.227295;48.914577;69;694;69;44.57;1.0;0
351801.0;2.241498;48.924817;58;644;58;80.0;4.0;1
397770.0;2.264379;48.923386;22;216;22;68.78;4.0;0
233500.0;2.254453;48.91433;33;392;33;35.91;2.0;0
205000.0;2.267095;48.92714;16;130;16;38.0;2.0;0
208000.0;2.260147;48.933013;7;88;7;53.85;3.0;0
320000.0;2.255366;48.929762;6;82;6;66.0;3.0;1
262500.0;2.263137;48.921523;23;229;23;62.29;3.0;0
205000.0;2.271327;48.932649;12;112;12;68.21;3.0;0
190000.0;2.271729;48.931355;13;115;13;67.0;3.0;0
190000.0;2.249246;48.924507;56;611;56;42.22;2.0;0
350000.0;2.230952;48.914257;51;578;51;60.61;3.0;0
323533.0;2.254244;48.932511;1;3;1;63.5;4.0;1
212550.0;2.241498;48.924817;58;644;58;43.0;2.0;1
339000.0;2.25373;48.932497;1;4;1;67.0;3.0;1
281333.0;2.252587;48.932724;1;5;1;47.0;2.0;1
488794.0;2.252587;48.932724;1;5;1;98.0;4.0;1
348000.0;2.246444;48.924085;57;634;57;81.63;4.0;0
212000.0;2.260147;48.933013;7;88;7;53.66;3.0;0
120000.0;2.259126;48.930963;8;96;8;35.68;2.0;0
393000.0;2.25727;48.932916;7;89;7;81.0;4.0;1
347000.0;2.25727;48.932916;7;89;7;80.0;4.0;1
210000.0;2.256931;48.922358;25;258;25;40.16;2.0;0
170250.0;2.267775;48.924455;21;191;21;26.19;1.0;0
185000.0;2.26697;48.927912;17;146;17;30.28;2.0;0
240000.0;2.240379;48.923023;59;650;59;56.0;3.0;0
265000.0;2.255008;48.923584;26;284;26;50.0;3.0;0
457220.0;2.260521;48.923527;22;209;22;81.93;3.0;0
335000.0;2.252587;48.932724;1;5;1;60.0;3.0;1
226900.0;2.238479;48.922782;59;649;59;56.24;3.0;0
463000.0;2.25727;48.932916;7;89;7;86.0;4.0;1
448000.0;2.25373;48.932497;1;4;1;86.0;4.0;1
384000.0;2.25727;48.932916;7;89;7;80.0;4.0;1
238620.0;2.25727;48.932916;7;89;7;41.0;2.0;1
327050.0;2.254244;48.932511;1;3;1;64.3;3.0;1
320144.0;2.256021;48.923966;4;41;4;58.5;3.0;0
426800.0;2.259246;48.921348;24;237;24;64.81;3.0;0
90000.0;2.253815;48.917314;30;329;30;15.32;1.0;0
302000.0;2.266743;48.926091;16;137;16;48.96;2.0;0
150000.0;2.270968;48.927711;15;125;15;28.12;1.0;0
320200.0;2.253367;48.920885;27;299;27;64.66;3.0;0
310000.0;2.25553;48.922533;25;268;25;60.78;3.0;0
413700.0;2.246444;48.924085;57;634;57;81.26;4.0;0
210000.0;2.24793;48.92308;56;626;56;40.01;1.0;0
200000.0;2.246255;48.926389;65;676;65;47.09;3.0;0
313000.0;2.238498;48.925608;67;681;67;77.56;4.0;0
180000.0;2.260147;48.933013;7;88;7;54.86;3.0;0
265000.0;2.252961;48.92674;3;19;3;50.03;2.0;0
443000.0;2.253965;48.914015;33;404;33;66.58;3.0;0
314880.0;2.252587;48.932724;1;5;1;47.0;2.0;1
155000.0;2.253161;48.927622;3;12;3;24.86;1.0;0
290000.0;2.232262;48.911353;71;700;71;59.98;3.0;0
305000.0;2.249767;48.923785;56;610;56;53.83;3.0;0
175000.0;2.260224;48.920018;24;251;24;25.64;2.0;0
365000.0;2.255712;48.925636;4;37;4;83.41;4.0;0
241000.0;2.25727;48.932916;7;89;7;41.0;2.0;1
181900.0;2.253367;48.920885;27;299;27;22.52;1.0;0
248000.0;2.260521;48.923527;22;209;22;67.95;3.0;0
200455.0;2.252379;48.916973;35;417;35;44.09;2.0;0
300000.0;2.241038;48.912763;42;470;42;58.19;3.0;0
312700.0;2.255008;48.923584;26;284;26;51.03;3.0;0
347000.0;2.25727;48.932916;7;89;7;62.0;3.0;1
350000.0;2.258118;48.928481;6;78;6;57.92;3.0;0
483811.0;2.240827;48.920005;54;602;54;85.53;4.0;0
205000.0;2.242625;48.923121;57;629;57;36.05;1.0;0
328220.0;2.257842;48.914474;32;366;32;53.52;3.0;0
245000.0;2.23866;48.910519;49;550;49;39.33;3.0;0
151000.0;2.246255;48.926389;65;676;65;36.0;2.0;0
296000.0;2.25373;48.932497;1;4;1;44.0;2.0;1
241800.0;2.231823;48.91578;52;582;52;31.0;1.0;1
247000.0;2.231823;48.91578;52;582;52;43.0;2.0;1
328000.0;2.25727;48.932916;7;89;7;65.0;3.0;1
210000.0;2.262261;48.920069;24;247;24;41.24;2.0;0
333000.0;2.255168;48.929401;6;83;6;65.0;3.0;1
270150.0;2.24875;48.923265;56;615;56;59.28;3.0;0
207000.0;2.263481;48.929487;8;94;8;44.77;2.0;0
246200.0;2.265536;48.928985;17;152;17;61.05;3.0;0
380650.0;2.259685;48.924004;19;158;19;63.54;4.0;0
160000.0;2.245401;48.930061;66;679;66;37.28;2.0;0
269500.0;2.271265;48.926556;15;127;15;57.18;3.0;0
379900.0;2.257076;48.93355;7;90;7;62.0;3.0;1
451000.0;2.25727;48.932916;7;89;7;84.0;4.0;1
313000.0;2.25727;48.932916;7;89;7;66.0;3.0;1
322000.0;2.252545;48.926706;3;20;3;73.02;5.0;0
240000.0;2.257505;48.914742;33;382;33;44.3;2.0;0
219000.0;2.246603;48.923661;57;635;57;47.52;3.0;0
415000.0;2.258378;48.926412;5;69;5;74.95;4.0;0
308500.0;2.239573;48.912638;48;522;48;48.69;3.0;0
151000.0;2.246255;48.926389;65;676;65;34.0;2.0;0
367450.3;2.232656;48.922969;67;684;67;80.0;3.0;1
435000.0;2.253965;48.914015;33;404;33;67.0;3.0;0
324000.0;2.257076;48.93355;7;90;7;71.0;3.0;1
308000.0;2.255168;48.929401;6;83;6;63.0;3.0;1
350000.0;2.227959;48.916036;52;587;52;66.91;3.0;0
267000.0;2.25373;48.932497;1;4;1;42.0;2.0;1
275000.0;2.255553;48.923668;25;254;25;70.04;5.0;0
420000.0;2.237677;48.913708;47;511;47;73.29;4.0;0
305000.0;2.232262;48.911353;71;700;71;65.28;3.0;0
385000.0;2.245438;48.926059;65;678;65;66.76;3.0;0
201000.0;2.257505;48.914742;33;382;33;30.6;2.0;0
235000.0;2.255184;48.914501;33;389;33;29.94;2.0;0
190000.0;2.249246;48.924507;56;611;56;37.01;2.0;0
425000.0;2.244163;48.925903;64;669;64;81.98;4.0;0
242726.0;2.226255;48.917958;63;664;63;56.27;3.0;0
468000.0;2.255168;48.929401;6;83;6;90.0;4.0;1
335000.0;2.255168;48.929401;6;83;6;66.0;3.0;1
250000.0;2.252545;48.926706;3;20;3;59.69;3.0;0
240000.0;2.265712;48.93205;10;106;10;45.19;2.0;0
229000.0;2.245992;48.921918;55;607;55;62.02;3.0;0
405000.0;2.237342;48.913496;47;507;47;64.47;3.0;0
226000.0;2.253028;48.918708;29;324;29;47.95;3.0;0
456000.0;2.255639;48.916584;30;347;30;65.94;3.0;0
215000.0;2.237267;48.910647;48;524;48;34.06;2.0;0
209300.0;2.271327;48.932649;12;112;12;65.21;3.0;0
274000.0;2.25553;48.922533;25;268;25;64.0;3.0;0
330000.0;2.2486;48.915932;39;449;39;55.45;2.0;0
180000.0;2.236092;48.911768;50;566;50;34.05;2.0;0
243000.0;2.253965;48.914015;33;404;33;38.0;2.0;0
390000.0;2.232628;48.915403;51;572;51;60.18;3.0;0
105000.0;2.239514;48.913406;47;510;47;25.53;2.0;0
385000.0;2.255366;48.929762;6;82;6;81.0;4.0;1
157548.0;2.253261;48.916964;30;346;30;23.9;6.0;0
366800.0;2.252068;48.928295;3;22;3;81.0;4.0;1
505000.0;2.25373;48.932497;1;4;1;101.0;3.0;1
320000.0;2.25373;48.932497;1;4;1;63.0;3.0;1
538300.0;2.255639;48.916584;30;347;30;70.24;3.0;0
522500.0;2.258665;48.923561;25;271;25;76.0;3.0;0
320000.0;2.264379;48.923386;22;216;22;70.82;4.0;0
215000.0;2.25325;48.917611;30;345;30;31.78;1.0;0
275000.0;2.252803;48.926344;3;10;3;52.2;2.0;0
365733.0;2.254244;48.932511;1;3;1;82.2;4.0;1
456000.0;2.258665;48.923561;25;271;25;68.73;3.0;0
272585.62;2.241498;48.924817;58;644;58;60.0;3.0;1
511000.0;2.271349;48.927369;15;128;15;86.0;4.0;1
205000.0;2.235166;48.922476;61;656;61;48.42;2.0;0
450000.0;2.255168;48.929401;6;83;6;90.0;4.0;1
525742.0;2.26862;48.929634;14;116;14;102.0;4.0;1
391229.0;2.254244;48.932511;1;3;1;83.6;4.0;1
253200.0;2.26862;48.929634;14;116;14;45.0;2.0;1
290000.0;2.26862;48.929634;14;116;14;45.0;2.0;1
358000.0;2.26862;48.929634;14;116;14;67.0;3.0;1
226825.0;2.26862;48.929634;14;116;14;49.0;2.0;1
365733.0;2.26862;48.929634;14;116;14;68.0;3.0;1
375449.88;2.232656;48.922969;67;684;67;91.0;5.0;1
150000.0;2.267775;48.924455;21;191;21;23.7;1.0;0
120000.0;2.253366;48.927493;3;14;3;24.79;1.0;0
274000.0;2.235928;48.910174;49;555;49;48.0;2.0;0
228583.0;2.26862;48.929634;14;116;14;42.0;2.0;1
348304.0;2.26862;48.929634;14;116;14;69.0;3.0;1
329841.66;2.26862;48.929634;14;116;14;64.0;3.0;1
438704.0;2.26862;48.929634;14;116;14;88.0;4.0;1
498350.0;2.26862;48.929634;14;116;14;94.0;4.0;1
195127.0;2.267088;48.933211;11;108;11;63.06;3.0;0
217000.0;2.255168;48.929401;6;83;6;30.0;1.0;1
338000.0;2.255168;48.929401;6;83;6;67.0;3.0;1
230000.0;2.233542;48.91039;71;697;71;45.36;2.0;0
280455.0;2.26862;48.929634;14;116;14;68.0;3.0;1
233858.0;2.26862;48.929634;14;116;14;42.0;2.0;1
313700.0;2.246533;48.921336;37;435;37;62.23;3.0;0
254000.0;2.25373;48.932497;1;4;1;44.0;2.0;1
175000.0;2.255645;48.915531;33;375;33;30.03;2.0;0
306000.0;2.26862;48.929634;14;116;14;49.0;2.0;1
376591.66;2.26862;48.929634;14;116;14;81.0;4.0;1
404000.0;2.26862;48.929634;14;116;14;68.0;3.0;1
253000.0;2.246603;48.923661;57;635;57;64.01;4.0;0
113500.0;2.233289;48.918701;53;589;53;21.88;2.0;0
240000.0;2.232262;48.911353;71;700;71;53.57;2.0;0
256000.0;2.26862;48.929634;14;116;14;49.0;2.0;1
235700.0;2.246603;48.923661;57;635;57;48.5;3.0;0
265000.0;2.245992;48.921918;55;607;55;63.9;3.0;0
168992.0;2.259853;48.920417;24;232;24;23.85;1.0;0
210333.0;2.246603;48.923661;57;635;57;46.0;3.0;0
192000.0;2.253238;48.927224;3;18;3;36.2;2.0;0
491350.0;2.26862;48.929634;14;116;14;89.0;4.0;1
133500.0;2.259346;48.919491;24;231;24;18.02;1.0;0
188000.0;2.240484;48.918208;45;490;45;52.41;3.0;0
395000.0;2.232262;48.911353;71;700;71;68.73;3.0;0
213000.0;2.252437;48.928303;3;21;3;56.06;3.0;0
421000.0;2.262534;48.923856;22;206;22;54.41;3.0;0
170000.0;2.260147;48.933013;7;88;7;38.81;2.0;0
323100.0;2.252068;48.928295;3;22;3;48.0;2.0;1
215000.0;2.247164;48.923188;57;636;57;39.79;2.0;0
283600.0;2.269593;48.928224;16;135;16;46.75;2.0;0
327204.0;2.26862;48.929634;14;116;14;64.0;3.0;1
258000.0;2.240851;48.913142;42;469;42;36.74;3.0;0
235617.0;2.26862;48.929634;14;116;14;42.0;2.0;1
150000.0;2.240154;48.919146;54;601;54;29.52;3.0;0
248000.0;2.266743;48.926091;16;137;16;46.04;2.0;0
238000.0;2.258727;48.93356;7;87;7;67.68;4.0;0
467000.0;2.255923;48.924899;4;39;4;69.12;4.0;0
285000.0;2.254636;48.914403;33;391;33;50.89;3.0;0
240000.0;2.259853;48.920417;24;232;24;47.8;1.0;0
225000.0;2.264319;48.930961;9;100;9;62.34;3.0;0
230000.0;2.238498;48.925608;67;681;67;45.25;2.0;0
161000.0;2.245992;48.921918;55;607;55;35.77;1.0;0
153980.0;2.270968;48.927711;15;125;15;30.98;1.0;0
382180.0;2.232656;48.922969;67;684;67;69.0;3.0;1
322000.0;2.257076;48.93355;7;90;7;69.0;3.0;1
352000.0;2.26862;48.929634;14;116;14;60.0;3.0;1
394537.0;2.241498;48.924817;58;644;58;80.0;4.0;1
210000.0;2.266893;48.926423;16;139;16;48.14;2.0;0
243000.0;2.252437;48.928303;3;21;3;58.55;3.0;0
213000.0;2.257353;48.92307;25;266;25;28.05;1.0;0
312000.0;2.26862;48.929634;14;116;14;49.0;2.0;1
362894.0;2.257076;48.93355;7;90;7;62.0;3.0;1
353000.0;2.25727;48.932916;7;89;7;65.0;3.0;1
239000.0;2.255366;48.929762;6;82;6;35.0;2.0;1
418000.0;2.24707;48.919734;38;443;38;80.01;4.0;0
150000.0;2.247144;48.924855;56;613;56;28.79;1.0;0
248500.0;2.238333;48.910359;49;538;49;39.3;2.0;0
425000.0;2.255232;48.921676;28;308;28;64.39;3.0;0
473000.0;2.25721;48.914845;33;381;33;87.0;4.0;0
345000.0;2.242881;48.910961;41;460;41;46.79;3.0;0
213700.0;2.256458;48.922124;25;263;25;35.0;2.0;0
248700.0;2.237335;48.9189;54;597;54;43.17;3.0;0
165000.0;2.239062;48.91058;49;549;49;27.29;2.0;0
331000.0;2.264779;48.932588;10;107;10;73.0;4.0;1
315413.0;2.26862;48.929634;14;116;14;64.0;3.0;1
433000.0;2.256219;48.918489;29;314;29;68.0;5.0;0
314900.0;2.25553;48.922533;25;268;25;60.36;3.0;0
374000.0;2.255168;48.929401;6;83;6;75.0;3.0;1
335000.0;2.237342;48.913496;47;507;47;63.0;3.0;0
152400.0;2.241332;48.925923;64;665;64;35.24;2.0;0
281000.0;2.23866;48.910519;49;550;49;44.05;3.0;0
338200.0;2.251851;48.924228;26;279;26;60.72;3.0;0
182000.0;2.233699;48.913435;50;557;50;24.71;1.0;0
542500.0;2.255351;48.925558;4;36;4;88.65;4.0;0
237000.0;2.25463;48.925703;4;34;4;43.35;3.0;0
467000.0;2.25727;48.932916;7;89;7;96.0;4.0;1
280000.0;2.255168;48.929401;6;83;6;46.0;2.0;1
206000.0;2.260147;48.933013;7;88;7;52.54;3.0;0
293600.0;2.255718;48.923155;25;257;25;49.13;3.0;0
410000.0;2.240846;48.92378;58;642;58;77.55;4.0;0
303000.0;2.255168;48.929401;6;83;6;63.0;3.0;1
212000.0;2.255627;48.921497;28;302;28;30.8;1.0;0
336000.0;2.269419;48.932415;12;114;12;85.0;5.0;1
490000.0;2.25373;48.932497;1;4;1;105.0;4.0;1
269000.0;2.238279;48.91047;49;539;49;47.33;3.0;0
255000.0;2.25582;48.926037;5;71;5;41.45;2.0;0
214084.0;2.233477;48.91479;51;576;51;32.58;2.0;0
235200.0;2.257252;48.917498;30;338;30;40.01;2.0;0
385383.0;2.26862;48.929634;14;116;14;80.0;3.0;1
265000.0;2.242915;48.925927;64;673;64;43.72;2.0;0
130773.0;2.238453;48.913856;47;505;47;18.65;1.0;0
294500.0;2.255348;48.914638;33;390;33;42.11;3.0;0
253000.0;2.252523;48.915205;35;421;35;43.1;3.0;0
345000.0;2.25373;48.932497;1;4;1;48.0;3.0;1
405000.0;2.25373;48.932497;1;4;1;67.0;3.0;1
370000.0;2.232656;48.922969;67;684;67;80.0;4.0;1
391205.0;2.252587;48.932724;1;5;1;65.0;3.0;1
80000.0;2.237959;48.910685;48;518;48;13.93;1.0;0
278602.0;2.264379;48.923386;22;216;22;53.0;3.0;0
445000.0;2.234159;48.913038;50;561;50;66.34;3.0;0
185000.0;2.244071;48.911285;41;461;41;24.67;1.0;0
147000.0;2.258593;48.931091;7;86;7;23.27;1.0;0
380000.0;2.231823;48.91578;52;582;52;62.0;1.0;1
163900.0;2.235679;48.913889;47;500;47;29.8;2.0;0
321100.0;2.252068;48.928295;3;22;3;66.0;3.0;1
361000.0;2.25727;48.932916;7;89;7;69.0;3.0;1
130000.0;2.254126;48.914721;33;393;33;23.62;1.0;0
169950.0;2.235679;48.913889;47;500;47;30.9;2.0;0
214000.0;2.255168;48.929401;6;83;6;27.0;1.0;1
205000.0;2.252068;48.928295;3;22;3;29.0;1.0;0
278000.0;2.253909;48.921498;27;297;27;56.02;3.0;0
160600.0;2.235679;48.913889;47;500;47;29.08;2.0;0
335545.0;2.249246;48.924507;56;611;56;75.0;4.0;0
140000.0;2.246255;48.926389;65;676;65;40.0;3.0;0
438000.0;2.235391;48.911017;50;564;50;80.0;3.0;0
283762.0;2.241498;48.924817;58;644;58;62.0;3.0;1
266000.0;2.25373;48.932497;1;4;1;43.0;2.0;1
230000.0;2.246296;48.927685;65;677;65;44.61;2.0;0
280000.0;2.25553;48.922533;25;268;25;56.0;3.0;0
447000.0;2.251168;48.926291;3;11;3;82.97;4.0;0
373000.0;2.26862;48.929634;14;116;14;64.0;3.0;1
285000.0;2.260147;48.933013;7;88;7;79.85;5.0;0
430000.0;2.227295;48.914577;69;694;69;81.45;4.0;0
220000.0;2.235679;48.913889;47;500;47;40.0;2.0;0
173800.0;2.235679;48.913889;47;500;47;31.6;2.0;0
340000.0;2.248435;48.923431;56;614;56;80.49;4.0;0
286000.0;2.255366;48.929762;6;82;6;45.0;2.0;1
312000.0;2.255168;48.929401;6;83;6;63.0;3.0;1
490000.0;2.239573;48.912638;48;522;48;76.47;4.0;0
210000.0;2.265536;48.928985;17;152;17;57.0;3.0;0
243451.0;2.244163;48.925903;64;669;64;46.93;2.0;0
145000.0;2.253688;48.9282;3;16;3;32.3;2.0;0
120000.0;2.257353;48.92307;25;266;25;29.9;1.0;0
210000.0;2.269593;48.928224;16;135;16;38.69;2.0;0
285900.0;2.252219;48.919081;36;427;36;41.6;2.0;0
85000.0;2.259659;48.924277;19;157;19;17.06;1.0;0
499000.0;2.241428;48.925188;64;668;64;88.22;4.0;0
458600.0;2.240827;48.920005;54;602;54;79.0;4.0;0
336930.0;2.259853;48.920417;24;232;24;62.41;2.0;0
190000.0;2.253261;48.916964;30;346;30;24.6;1.0;0
310500.0;2.251975;48.924553;26;287;26;65.32;4.0;0
266330.0;2.236011;48.912683;48;515;48;40.53;2.0;0
430000.0;2.239709;48.910958;48;520;48;59.21;3.0;0
275148.0;2.246255;48.926389;65;676;65;71.26;3.0;0
252000.0;2.255366;48.929762;6;82;6;43.0;2.0;1
238700.0;2.244071;48.911285;41;461;41;40.89;2.0;0
224600.0;2.260147;48.933013;7;88;7;65.03;3.0;0
205000.0;2.240467;48.9262;64;666;64;28.1;2.0;0
215000.0;2.260147;48.933013;7;88;7;66.06;4.0;0
222420.0;2.260147;48.933013;7;88;7;65.45;4.0;0
310000.0;2.238498;48.925608;67;681;67;65.49;3.0;0
90000.0;2.246603;48.923661;57;635;57;21.05;1.0;0
303975.0;2.25553;48.922533;25;268;25;76.24;4.0;0
305000.0;2.255168;48.929401;6;83;6;66.0;3.0;1
278600.0;2.255008;48.923584;26;284;26;55.09;3.0;0
384274.94;2.232656;48.922969;67;684;67;82.0;4.0;1
326610.0;2.254244;48.932511;1;3;1;63.5;3.0;1
165000.0;2.253367;48.920885;27;299;27;22.32;1.0;0
172000.0;2.238498;48.925608;67;681;67;33.02;1.0;0
310000.0;2.232262;48.911353;71;700;71;64.21;3.0;0
270310.0;2.255008;48.923584;26;284;26;48.42;3.0;0
270000.0;2.249768;48.914711;34;408;34;49.1;3.0;0
90000.0;2.266723;48.93122;9;103;9;23.78;1.0;0
425000.0;2.238936;48.90986;49;541;49;84.37;4.0;0
194000.0;2.267671;48.924443;21;190;21;28.35;2.0;0
270000.0;2.233542;48.91039;71;697;71;49.08;3.0;0
448250.0;2.249391;48.921706;37;440;37;73.12;3.0;0
391229.0;2.26862;48.929634;14;116;14;80.0;3.0;1
240000.0;2.237877;48.916895;46;492;46;47.18;3.0;0
218825.0;2.26862;48.929634;14;116;14;41.0;2.0;1
414088.0;2.254244;48.932511;1;3;1;83.6;4.0;1
260000.0;2.245992;48.921918;55;607;55;78.09;4.0;0
315000.0;2.232262;48.911353;71;700;71;63.99;3.0;0
173700.0;2.271729;48.931355;13;115;13;57.77;2.0;0
387900.0;2.261605;48.92156;24;241;24;71.78;4.0;0
195000.0;2.266863;48.926011;16;131;16;32.03;2.0;0
249000.0;2.242915;48.925927;64;673;64;47.39;2.0;0
153000.0;2.261128;48.925888;19;168;19;22.75;2.0;0
390850.0;2.237342;48.913496;47;507;47;65.31;3.0;0
432500.0;2.257246;48.915329;33;379;33;63.53;3.0;0
179000.0;2.253753;48.927312;5;61;5;30.32;2.0;0
250000.0;2.237206;48.909276;49;533;49;47.3;3.0;0
460400.0;2.260407;48.923087;22;210;22;78.03;3.0;0
150000.0;2.23672;48.922962;61;657;61;34.85;1.0;0
517990.0;2.252587;48.932724;1;5;1;93.0;4.0;1
180000.0;2.246255;48.926389;65;676;65;42.34;3.0;0
392108.34;2.26862;48.929634;14;116;14;80.0;4.0;1
389000.0;2.25727;48.932916;7;89;7;80.0;4.0;1
212188.0;2.26862;48.929634;14;116;14;42.0;2.0;1
365763.0;2.26862;48.929634;14;116;14;64.0;3.0;1
272000.0;2.253692;48.914612;33;395;33;50.15;3.0;0
338000.0;2.269419;48.932415;12;114;12;95.0;4.0;1
279050.0;2.236954;48.91127;48;516;48;48.74;3.0;0
337000.0;2.25727;48.932916;7;89;7;68.0;3.0;1
262900.0;2.252068;48.928295;3;22;3;44.0;2.0;1
295000.0;2.253965;48.914015;33;404;33;45.56;2.0;0
469999.88;2.232656;48.922969;67;684;67;96.0;5.0;1
180000.0;2.237069;48.918993;54;598;54;38.04;2.0;0
250000.0;2.252387;48.913981;34;411;34;45.16;2.0;0
435000.0;2.26215;48.924857;20;178;20;66.74;3.0;0
292160.0;2.266023;48.923024;21;184;21;55.51;3.0;0
160000.0;2.259659;48.924277;19;157;19;37.39;2.0;0
324000.0;2.257076;48.93355;7;90;7;64.0;3.0;1
368000.0;2.25727;48.932916;7;89;7;63.0;3.0;1
419000.0;2.231823;48.91578;52;582;52;84.0;4.0;1
305000.0;2.257353;48.92307;25;266;25;60.04;3.0;0
209000.0;2.258444;48.914294;32;365;32;33.6;1.0;0
379300.0;2.25553;48.922533;25;268;25;79.0;4.0;0
552000.0;2.241498;48.924817;58;644;58;95.0;4.0;1
373082.0;2.255168;48.929401;6;83;6;58.0;3.0;1
218000.0;2.247164;48.923188;57;636;57;37.52;2.0;0
300000.0;2.253692;48.914612;33;395;33;60.0;4.0;0
297000.0;2.258548;48.922831;25;259;25;52.39;2.0;0
280000.0;2.235399;48.909369;72;705;72;67.01;3.0;0
240900.0;2.245992;48.921918;55;607;55;51.0;2.0;0
265000.0;2.259853;48.920417;24;232;24;53.1;2.0;0
369000.0;2.264779;48.932588;10;107;10;85.0;4.0;1
303104.0;2.26862;48.929634;14;116;14;67.0;3.0;1
145000.0;2.253261;48.916964;30;346;30;23.7;1.0;0
470400.0;2.253285;48.916375;30;332;30;69.0;3.0;0
375000.0;2.257459;48.91563;33;378;33;56.71;3.0;0
259000.0;2.25727;48.932916;7;89;7;42.0;2.0;1
432000.0;2.25727;48.932916;7;89;7;80.0;3.0;1
304834.0;2.25727;48.932916;7;89;7;42.0;2.0;1
364031.0;2.25727;48.932916;7;89;7;65.0;3.0;1
243773.0;2.262261;48.920069;24;247;24;43.18;2.0;0
234000.0;2.258727;48.93356;7;87;7;67.52;4.0;0
351000.0;2.254586;48.914914;33;396;33;64.63;3.0;0
241950.0;2.242488;48.911541;41;455;41;40.98;2.0;0
130000.0;2.248146;48.922929;56;617;56;24.07;1.0;0
273000.0;2.24232;48.922585;57;639;57;65.89;3.0;0
210000.0;2.269937;48.932881;12;111;12;76.51;4.0;0
155000.0;2.235679;48.913889;47;500;47;30.5;2.0;0
120192.0;2.240103;48.913166;48;526;48;20.58;1.0;0
218632.0;2.26579;48.920397;23;225;23;35.34;2.0;0
258000.0;2.262017;48.923727;22;207;22;60.94;2.0;0
